id,Timestamp,Pilihan Jadwal Kelas,Dari mana kamu mengetahui info ini ?,Status,Nama Kampus / Sekolah / Instansi,Alasan Mengikuti Bootcamp Data Science di Intelligo ID,Harapan setelah mengikuti Bootcamp,Unnamed: 0
bd3fa596-ba3b-4756-90a8-164d551c2b98,4/24/2024 20:26:57,,Facebook,Mahasiswa,Universitas Alma Ata ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,82.0
5fb096ef-d891-4c20-aabc-80216c7d0ac6,4/19/2024 9:42:53,,Instagram,Fresh Graduates,unindra ,Ingin berkarir di bidang data,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,83.0
e0c2a19b-d844-4f21-887c-a90f7c9b4346,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Universitas Pekalongan ,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,memahami data sains,84.0
6be004f0-b701-4daa-b7e2-312b56f97129,4/19/2024 9:03:31,,Lain-lain,Umum,Universitas Pekalongan ,Mendalami lebih dalam lagi dibidang yang saya minati,memahami data sains,85.0
0b187bd8-2c9e-4c1a-ad95-1ac60fa3f39d,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Widyagama Malang,Mendalami lebih dalam lagi dibidang yang saya minati,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,86.0
7a024b41-0a4e-41dd-ad47-121884fa8a11,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Pekerja aktif,Politeknik TEDC Bandung,belajar data sains,Paham teori dan bisa membuat project data secara end to end,87.0
a50dc3c0-5a19-4025-83eb-5812671c9480,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Pekerja aktif,UGM,Memperdalam Skill,Paham teori dan bisa membuat project data secara end to end,88.0
d1560a24-8c99-4ae8-85f9-c9bf80991ce4,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Mahasiswa,ITS,Menambah Skill,"Dapat ilmu , relasi, jejaring dan project ",89.0
444bb96e-33b5-408b-8f36-792f40a9e402,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,PENS,Tertarik untuk switch career ke data analyst ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",90.0
11b7094b-b88a-4478-b067-09000dfe4062,4/19/2024 9:03:31,,Facebook,Pekerja aktif,Gunadarma,"Skil , karier dan job ",Bisa menguasai skill bidang DS dan bisa memulai freelancer,91.0
637a2933-734a-4323-a7e9-7f9f79ad4dc4,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,PT Hiraeth Karya Indonesia,Ingin berkarir di bidang data,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,92.0
1105bd82-4df4-4116-be5a-0fc3f7506907,4/26/2024 10:05:37,,Instagram,Pekerja aktif,Gunadarma,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa menguasai skill bidang DS dan bisa memulai freelancer,93.0
a8272db8-0e9f-4372-a757-661bd02f9051,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Gunadarma,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Bisa menjadi data scientist yg siap kerja,94.0
c81c0d30-be22-4d14-a328-3760bfd5e023,2/29/2024 21:13:00,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,PENS,Ingin berkarir di bidang data,"Dapat ilmu , relasi, jejaring dan project ",95.0
573f0cfc-29ec-4c96-b6fa-c4b9c5746ccf,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Mahasiswa,ITS,Ingin mendalami ilmu data science,Paham teori dan bisa membuat project data secara end to end,96.0
a51ce71d-9acf-4e2f-b3bb-2d456a3de7ec,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Alma Ata ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,97.0
4c618e0b-e52e-4b54-98ca-542b28fe4432,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,unindra ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,menentukan ingin mengambil data science atau data engineering,98.0
220cc7c6-0cef-413b-af2a-ec2208ceac65,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Fresh Graduates,Politeknik TEDC Bandung,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa menguasai skill bidang DS dan bisa memulai freelancer,99.0
5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Widyagama Malang,ingin menambah ilmu ,bekerja dibidangnya ,100.0
f29b1b86-ab96-4876-889d-70b5955a01c7,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Politeknik TEDC Bandung,belajar data sains,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,101.0
b50df7ff-04f6-45b6-b3fd-0d96d4fbcd61,4/19/2024 9:03:31,,Instagram,Fresh Graduates,Universitas Pekalongan ,Ingin berkarir di bidang data,Paham teori dan bisa membuat project data secara end to end,102.0
5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,4/17/2024 16:31:44,,Instagram ads,Fresh Graduates,Universitas Widyagama Malang,Memperdalam Skill,Bisa menguasai skill bidang DS dan bisa memulai freelancer,103.0
6e1d86b6-1249-4c44-a984-f1ea046d19b8,4/26/2024 18:54:33,,Instagram,Mahasiswa,PENS,Menambah Skill,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,104.0
9054ffc8-9df3-4b73-a700-17b228a19cba,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Fresh Graduates,Politeknik TEDC Bandung,Memperdalam Skill,"Dapat ilmu , relasi, jejaring dan project ",105.0
a04fce7c-b286-4d7c-a980-189ed10f7dcb,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mayjen Sungkono ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik","mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",106.0
f443f8f7-c1f8-4b45-a91c-5a994f4c0ef6,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Mahasiswa,Universitas Pancasila,"Skil , karier dan job ",Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,107.0
e7d7ce10-2049-4fbe-8a69-710eb0c0b707,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,unindra ,Ingin mengembangkan karir di bidang Data Science ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",108.0
ff9d3a2b-707a-4274-9447-421946699738,6/18/2024 16:35:47,,Instagram ads,Fresh Graduates,Universitas Pancasila,"Skil , karier dan job ",memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,109.0
22b43ba7-0a64-49dd-bf2f-b6920e84a056,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mikroskil,Ingin belajar data scientist,bekerja dibidangnya ,110.0
65f9bddd-fe54-4b4a-b2fa-8104c5db89c0,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,Universitas Pancasila,Ingin berkarir di bidang data,memahami data sains,111.0
b19d51d1-cbaf-4d83-948a-e8f634e3ca48,7/1/2024 16:14:41,,Facebook,Fresh Graduates,unindra ,"Skil , karier dan job ",bekerja dibidangnya ,112.0
68808f5c-066f-4afa-b2fa-ae7abe1e6ba5,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,UGM,Mendalami lebih dalam lagi dibidang yang saya minati,Bisa bekerja sebagai Data Science ,113.0
8f526ed2-d369-4494-ac76-83d6b718337f,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Pekerja aktif,Universitas Pekalongan ,Ingin berkarir di bidang data,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,114.0
53204bad-4011-4a1a-b4d1-cee62543e32e,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,UGM,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",115.0
9cdeb8f3-f6ad-44fd-bccb-390c69038d0b,2/29/2024 21:13:00,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,UGM,Tertarik untuk switch career ke data analyst ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",116.0
d13135a7-9a68-4169-815e-981149a54291,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Mahasiswa,Universitas Mikroskil,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,memahami data sains,117.0
0bb3ee6a-85cc-4eb3-b648-e8c08e1364db,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PENS,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,bekerja dibidangnya ,118.0
fb0fdb0e-a962-4fa1-8447-b5f52235ffe8,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Politeknik TEDC Bandung,Mendalami lebih dalam lagi dibidang yang saya minati,menentukan ingin mengambil data science atau data engineering,119.0
9ac75f91-4f73-4df0-bb20-b7de3069baee,4/24/2024 20:26:57,,Instagram,Pekerja aktif,Universitas Pancasila,Tertarik untuk switch career ke data analyst ,menentukan ingin mengambil data science atau data engineering,120.0
50fe2f3d-7fa4-43b4-b182-6ff9a0371dd4,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Pekerja aktif,Universitas Pancasila,Menambah Skill,Bisa menjadi data scientist yg siap kerja,121.0
5d674651-5ef2-4f04-b0fd-1cb744d92488,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Alma Ata ,Ingin berkarir di bidang data,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,122.0
24e8d7e7-70e0-47f0-835c-f03045861de5,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Mikroskil,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Bisa menjadi data scientist yg siap kerja,123.0
375b7df7-16cd-4376-965f-52dc0c4f3eb3,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,UGM,ingin menambah ilmu ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",124.0
39acfef6-976a-4ca5-a481-e5d887907fad,1/12/2024 19:44:23,,Instagram,Mahasiswa,ITS,Tertarik untuk switch career ke data analyst ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,125.0
ebcfc29b-0f9a-4a12-88c4-66d907cc65c9,4/21/2024 9:03:51,,Instagram,Mahasiswa,Universitas Jambi ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",126.0
eb698920-996b-4bbd-b8a5-7414f307aa42,4/26/2024 18:54:33,,Instagram,Pekerja aktif,Universitas Pekalongan ,Menambah Skill,Bisa bekerja sebagai Data Science ,127.0
80b41e1b-5190-447f-b409-c16b01162cf0,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Universitas Jambi ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa menjadi data scientist yg siap kerja,128.0
f6079976-5f69-482b-8b84-179dd5524bfa,4/26/2024 18:54:33,,Lain-lain,Pekerja aktif,Universitas Pekalongan ,belajar data sains,Bisa bekerja sebagai Data Science ,129.0
f10cf3ff-f51e-442d-bee4-d1c0099c264c,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Facebook,Mahasiswa,Universitas Alma Ata ,Ingin mendalami ilmu data science,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,130.0
98101cf4-a26d-4e32-9f91-6f42993b3ea1,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Pekerja aktif,Universitas Pancasila,Ingin berkarir di bidang data,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,131.0
a93b4520-48eb-4201-afbf-b8d72d7eb56a,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Pekerja aktif,Universitas Pancasila,Ingin mengembangkan karir di bidang Data Science ,Bisa bekerja sebagai Data Science ,132.0
61dbc7bb-5997-4446-a7eb-5b0cd4ea98db,4/24/2024 20:26:57,,Instagram,Fresh Graduates,Universitas Widyagama Malang,Menambah Skill,Bisa bekerja sebagai Data Science ,133.0
8e0fa808-9c9f-47f2-aaa1-6fd29a3c638d,7/1/2024 16:14:41,,Instagram,Fresh Graduates,ITS,Menambah Skill,memahami data sains,134.0
7c7aeed7-f005-426d-aafd-368700609ba0,2/29/2024 21:13:00,,Website,Mahasiswa,Politeknik TEDC Bandung,Menambah Skill,"Dapat ilmu , relasi, jejaring dan project ",135.0
1b06ccbe-4819-4c66-9629-77abef688416,4/25/2024 23:39:21,,Instagram ads,Pekerja aktif,Universitas Mayjen Sungkono ,belajar data sains,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,136.0
9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Jambi ,Ingin mendalami ilmu data science,Bisa menjadi data scientist yg siap kerja,137.0
26321a8a-0e7d-451e-a0f3-787a7432d9cb,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,menentukan ingin mengambil data science atau data engineering,138.0
a4272ae2-4e7e-4252-a49a-10445c387bc6,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Mahasiswa,Universitas Mayjen Sungkono ,Memperdalam Skill,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",139.0
e62e4b0c-e929-48f4-ad21-f172df57e747,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Umum,unindra ,belajar data sains,Paham teori dan bisa membuat project data secara end to end,140.0
2d1a4ae6-c125-4238-ae47-5496c45d5d8c,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Pancasila,Ingin berkarir di bidang data,"Dapat ilmu , relasi, jejaring dan project ",141.0
e33fe1f5-796c-4c1d-84c4-32eb396f9837,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PT Hiraeth Karya Indonesia,Memperdalam Skill,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,142.0
4e5e83e4-af3a-4513-ae2d-281f7991fdb7,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Lain-lain,Pekerja aktif,Universitas Jambi ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",bekerja dibidangnya ,143.0
df68b52d-88f5-4b15-9731-39301acac35b,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PT Hiraeth Karya Indonesia,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Bisa bekerja sebagai Data Science ,144.0
c3199038-0991-484e-bfee-899557351e13,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Fresh Graduates,Universitas Mayjen Sungkono ,Mendalami lebih dalam lagi dibidang yang saya minati,Paham teori dan bisa membuat project data secara end to end,145.0
ede1c719-13be-432a-958d-e5e220f7b972,4/21/2024 9:03:51,,Instagram,Fresh Graduates,ITS,"Skil , karier dan job ",Paham teori dan bisa membuat project data secara end to end,146.0
af8a0613-364e-42b4-903f-c2ea6ed41cea,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Fresh Graduates,Universitas Jambi ,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Paham teori dan bisa membuat project data secara end to end,147.0
c393b545-0428-4a31-927b-e603aa307049,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Gunadarma,Tertarik untuk switch career ke data analyst ,Bisa menjadi data scientist yg siap kerja,148.0
1a26488b-6cd0-47ce-a93f-a8b4c8da09e2,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,Ingin mengembangkan karir di bidang Data Science ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,149.0
d056ef76-a2d5-4e81-9a82-0a5190a878e8,2/29/2024 21:13:00,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Mahasiswa,ITS,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,150.0
f5d4a203-e308-452c-86e4-9412e871f2e8,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Umum,ITS,Ingin berkarir di bidang data,Bisa menjadi data scientist yg siap kerja,151.0
9e679f83-7105-4a2c-b9d2-82964ea88b4f,3/3/2024 12:25:26,,Instagram,Fresh Graduates,Universitas Mayjen Sungkono ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Bisa bekerja sebagai Data Science ,152.0
20d213ef-76bf-41bb-bc87-9ffcfa2127bc,4/26/2024 10:05:37,,Instagram,Mahasiswa,Universitas Pancasila,Ingin mendalami ilmu data science,Bisa bekerja sebagai Data Science ,153.0
8c8342e9-a790-4117-b607-5415d372b7f6,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,UGM,Menambah Skill,Bisa menjadi data scientist yg siap kerja,154.0
a21eedda-983a-47dd-81fc-20e1b1f34d9e,6/29/2024 19:08:51,,Instagram,Fresh Graduates,unindra ,Mendalami lebih dalam lagi dibidang yang saya minati,"Dapat ilmu , relasi, jejaring dan project ",155.0
6f680a58-6e7f-4b24-ab2a-8f615cd14a21,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Umum,Universitas Mayjen Sungkono ,Mendalami lebih dalam lagi dibidang yang saya minati,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,156.0
d5b84e64-0316-493b-9d2d-3d5a49490e9c,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Fresh Graduates,Gunadarma,Ingin mengembangkan karir di bidang Data Science ,"Dapat ilmu , relasi, jejaring dan project ",157.0
85c289f3-c492-4b55-91f1-25a199c58832,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Mahasiswa,Universitas Pekalongan ,Mendalami lebih dalam lagi dibidang yang saya minati,"Dapat ilmu , relasi, jejaring dan project ",158.0
8cc0183c-f480-475a-a25b-559f3576b7c5,2/29/2024 21:13:00,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Pekerja aktif,Universitas Pancasila,ingin menambah ilmu ,Bisa bekerja sebagai Data Science ,159.0
86677349-04ed-425a-b521-0389359ed54e,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Umum,unindra ,belajar data sains,"Dapat ilmu , relasi, jejaring dan project ",160.0
455e0529-272b-4550-95d5-a0bdb835ca9f,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,ITS,"Skil , karier dan job ","mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",161.0
20c3a3f4-11c6-43d4-a63d-88f54b3b8096,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Fresh Graduates,Universitas Pancasila,Ingin mendalami ilmu data science,"Dapat ilmu , relasi, jejaring dan project ",162.0
acf94512-66a4-418e-98d7-dfc6c4691d80,4/19/2024 9:42:53,,Instagram ads,Fresh Graduates,PENS,Mendalami lebih dalam lagi dibidang yang saya minati,"Dapat ilmu , relasi, jejaring dan project ",163.0
7428131a-f272-433f-b7ae-725af2ab628d,3/3/2024 12:25:26,,Instagram,Fresh Graduates,Universitas Widyagama Malang,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Bisa menguasai skill bidang DS dan bisa memulai freelancer,164.0
a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Mayjen Sungkono ,Memperdalam Skill,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,165.0
58d13a75-2efb-4254-85fa-13bdb2ac2156,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,unindra ,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,166.0
9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Pekerja aktif,Politeknik TEDC Bandung,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Paham teori dan bisa membuat project data secara end to end,167.0
8905a79c-4956-4918-b85f-f194e57c2e62,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Pekalongan ,Tertarik untuk switch career ke data analyst ,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,168.0
eb90a88d-20c0-4c51-98f1-a67bc873c84d,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,Universitas Pekalongan ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,169.0
7c900363-ac5f-43a0-ae64-d5bb23688d88,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,Universitas Mikroskil,Mendalami lebih dalam lagi dibidang yang saya minati,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,170.0
493c0fa8-bb96-4b13-b9fb-93abb37b65e7,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Umum,Universitas Widyagama Malang,Memperdalam Skill,Bisa menguasai skill bidang DS dan bisa memulai freelancer,171.0
f9c4d67a-8176-4831-b098-8d866ed2dd52,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,ITS,Ingin mendalami ilmu data science,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,172.0
c44b54b6-297d-4d1f-a5cc-1fbf039d492b,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,Universitas Pekalongan ,Memperdalam Skill,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,173.0
7828cf51-b3a0-48db-8231-70513625208a,4/25/2024 23:39:21,,LinkedIn,Fresh Graduates,PENS,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,174.0
