id,Timestamp,Score,1. Bahasa Python bisa digunakan untuk membuat apa saja ? kecuali...,"2. Salah satu syarat dalam mendefinisikan variabel, kecuali…",3. Jenis tipe data yang bersifat numerik adalah…,"4. Python bisa digunakan di online platform, dibawah ini platform mana yang benar ?","5. Python bisa digunakan di offline platform, dibawah ini platform mana yang benar ?",6. Workflow pada Data Science disebut...,"7. Dibawah ini mana yang benar, jika kita ingin membuat teks Selamat Datang",8. Tipe data untuk mencetak bilangan pecahan adalah...,"9. Penggunaan If-Else pada Python, biasanya digunakan untuk menentukan sebuah kondisi.

Benar atau salah ?","10. Posisi if selalu berada setelah posisi else.

Benar atau salah ? ",Unnamed: 0
9b6d950a-d667-4f0b-ac67-0d810b2feff6,5/22/2025 19:47:13,100 / 100,Game,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,41.0
47ab6a24-9a36-4af9-b4a4-651bfa037130,7/11/2024 15:38:01,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,42.0
d26cad8a-57db-41ec-9679-d73b30e718dc,2/19/2024 20:00:24,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,43.0
9ffb6093-07ab-4c59-8f50-d7b38b640c04,5/17/2025 13:04:23,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,44.0
e835a550-12b8-48aa-84a8-7fc1c8b1e775,7/8/2024 22:00:52,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,45.0
ab9d4c1f-1773-4f12-88e1-ecd78f51e309,2/19/2024 15:50:32,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,46.0
e876c637-3708-402f-9fc3-ed2a59c697c9,5/17/2025 13:04:23,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,47.0
52a42141-4b24-488f-8631-7ef301b1c14c,1/16/2024 14:04:28,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,R,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,48.0
4c39b0b9-c9d0-45ac-b545-190c3da984fa,5/22/2025 19:44:24,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,49.0
9fd059e2-db33-4855-9374-7ccccc82e66e,2/19/2024 6:59:22,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,50.0
90f03727-0a86-4f64-8828-9b8d6d2a0650,7/8/2024 22:00:52,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,51.0
4f727795-2eba-42fd-97a6-dd7a8a15282b,2/19/2024 6:59:22,80 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,52.0
fea9deb6-7320-4e71-8c81-a5529ccdd68c,10/10/2023 19:44:21,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,53.0
89659f75-6600-40be-8c14-322a5ae87e24,5/22/2025 19:44:24,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,54.0
8d2d94c5-8114-4962-a74e-d3f9ce3f36f5,1/16/2024 14:04:28,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,55.0
11a3f0b6-30be-4055-bd52-045a04e860fe,2/19/2024 20:00:24,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,56.0
cec079b7-5691-4cd0-9092-3b0388c25d4a,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,57.0
f79501bb-dbe6-4ba4-8439-e4740856c51a,5/17/2025 16:25:29,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,58.0
f064f333-666c-499f-bfcb-b71607e60de7,5/22/2025 19:47:13,60 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,59.0
5939bdfb-18e1-40ee-8654-d802e218a33f,2/19/2024 12:10:43,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,60.0
e7cb74f4-ab7a-4555-90a9-a9f5ecb3f9b6,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,61.0
e98d0b49-dc22-4be4-89e6-38ba25d671b3,7/8/2024 22:00:52,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,62.0
91753f65-ede6-4be5-b7a7-9e8b4da7cc42,7/8/2024 21:33:17,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,63.0
53292fdb-b353-457a-8482-81bdab16d44f,5/22/2025 19:44:24,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,64.0
9493905e-b65c-40ce-b799-c350ed3e1f18,5/22/2025 21:38:20,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,65.0
9b87a188-a71f-4d7a-bb50-b7fae8022f80,1/16/2024 14:04:28,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,66.0
be4db01d-a7c7-4918-93df-7014dc077733,2/19/2024 6:54:48,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,67.0
dfac5d22-8882-4707-bbe8-9325b9ddc739,5/22/2025 19:44:24,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,68.0
afcb575e-c985-4e48-8663-6e73dd6dbe65,2/19/2024 6:59:22,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,69.0
342ea9ee-c313-48ec-9c3e-d11cc7614f54,5/22/2025 21:38:20,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,70.0
dd17fd3c-6723-465c-8b53-ce5998b51003,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,71.0
44ca9a06-8b5d-42d1-a313-dfee18559727,10/10/2023 19:44:21,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,72.0
dda13a7f-e01e-4084-b353-9a7870744ff1,2/19/2024 6:59:22,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,73.0
cae3f7d3-ef38-44cd-99ae-c2606063e41f,5/22/2025 19:44:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,74.0
26180c48-bfbb-4af5-b4ff-6a1aa15b9f84,5/17/2025 13:04:23,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,75.0
5cb0e54b-ec8d-46d8-8d81-eaa3e0687114,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,76.0
ab3fe741-a432-4b93-97e7-ca7f86b14d56,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,77.0
51c428b4-c4a7-4da8-86e1-1fa640026086,5/22/2025 19:44:24,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,78.0
49e2e565-049d-4753-871a-2ec2587d386e,7/8/2024 21:33:17,60 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,79.0
e59739bb-d66f-479b-92f8-1a526fb5a428,2/19/2024 20:48:08,100 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,80.0
cdb366d6-e302-45aa-b61c-6bb4bd827c4f,7/8/2024 21:33:17,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,81.0
bd3fa596-ba3b-4756-90a8-164d551c2b98,2/19/2024 6:54:48,90 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,82.0
5fb096ef-d891-4c20-aabc-80216c7d0ac6,10/10/2023 19:44:21,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,83.0
e0c2a19b-d844-4f21-887c-a90f7c9b4346,5/17/2025 13:04:23,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,84.0
6be004f0-b701-4daa-b7e2-312b56f97129,5/22/2025 21:38:20,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,85.0
0b187bd8-2c9e-4c1a-ad95-1ac60fa3f39d,1/16/2024 14:04:28,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,86.0
7a024b41-0a4e-41dd-ad47-121884fa8a11,5/17/2025 13:04:23,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,87.0
a50dc3c0-5a19-4025-83eb-5812671c9480,2/19/2024 6:59:22,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Jupyter Notebook,Business Understanding,"print(""Intelligo ID"")",Float,Benar,Salah,88.0
d1560a24-8c99-4ae8-85f9-c9bf80991ce4,5/17/2025 13:04:23,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,89.0
444bb96e-33b5-408b-8f36-792f40a9e402,5/22/2025 19:44:24,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,90.0
11b7094b-b88a-4478-b067-09000dfe4062,5/22/2025 21:38:20,90 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,91.0
637a2933-734a-4323-a7e9-7f9f79ad4dc4,2/19/2024 15:50:32,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,92.0
1105bd82-4df4-4116-be5a-0fc3f7506907,2/19/2024 6:54:48,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,93.0
a8272db8-0e9f-4372-a757-661bd02f9051,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,94.0
c81c0d30-be22-4d14-a328-3760bfd5e023,2/19/2024 20:00:24,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,95.0
573f0cfc-29ec-4c96-b6fa-c4b9c5746ccf,5/17/2025 16:25:29,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,96.0
a51ce71d-9acf-4e2f-b3bb-2d456a3de7ec,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,97.0
4c618e0b-e52e-4b54-98ca-542b28fe4432,5/22/2025 19:47:13,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,98.0
220cc7c6-0cef-413b-af2a-ec2208ceac65,2/19/2024 15:50:32,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Jupyter Notebook,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,99.0
5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,100.0
f29b1b86-ab96-4876-889d-70b5955a01c7,5/17/2025 16:25:29,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,101.0
b50df7ff-04f6-45b6-b3fd-0d96d4fbcd61,7/11/2024 15:38:01,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,102.0
5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,103.0
6e1d86b6-1249-4c44-a984-f1ea046d19b8,5/17/2025 16:25:29,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,104.0
9054ffc8-9df3-4b73-a700-17b228a19cba,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,105.0
a04fce7c-b286-4d7c-a980-189ed10f7dcb,10/10/2023 19:44:21,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,106.0
f443f8f7-c1f8-4b45-a91c-5a994f4c0ef6,5/22/2025 19:44:24,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,107.0
e7d7ce10-2049-4fbe-8a69-710eb0c0b707,5/17/2025 13:04:23,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,108.0
ff9d3a2b-707a-4274-9447-421946699738,2/19/2024 6:59:22,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,109.0
22b43ba7-0a64-49dd-bf2f-b6920e84a056,2/19/2024 12:10:43,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,110.0
65f9bddd-fe54-4b4a-b2fa-8104c5db89c0,2/19/2024 6:54:48,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,111.0
b19d51d1-cbaf-4d83-948a-e8f634e3ca48,2/19/2024 12:10:43,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,112.0
68808f5c-066f-4afa-b2fa-ae7abe1e6ba5,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,113.0
8f526ed2-d369-4494-ac76-83d6b718337f,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,114.0
53204bad-4011-4a1a-b4d1-cee62543e32e,5/22/2025 19:47:13,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,115.0
9cdeb8f3-f6ad-44fd-bccb-390c69038d0b,2/19/2024 20:00:24,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,116.0
d13135a7-9a68-4169-815e-981149a54291,2/19/2024 20:00:24,100 / 100,Game,Tidak dapat diawali dengan angka,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,117.0
0bb3ee6a-85cc-4eb3-b648-e8c08e1364db,2/19/2024 20:48:08,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,118.0
fb0fdb0e-a962-4fa1-8447-b5f52235ffe8,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,119.0
9ac75f91-4f73-4df0-bb20-b7de3069baee,10/10/2023 19:44:21,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,120.0
50fe2f3d-7fa4-43b4-b182-6ff9a0371dd4,2/19/2024 20:00:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,121.0
5d674651-5ef2-4f04-b0fd-1cb744d92488,5/22/2025 19:44:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,122.0
24e8d7e7-70e0-47f0-835c-f03045861de5,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,123.0
375b7df7-16cd-4376-965f-52dc0c4f3eb3,7/8/2024 21:33:17,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,124.0
39acfef6-976a-4ca5-a481-e5d887907fad,5/22/2025 19:44:24,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,125.0
ebcfc29b-0f9a-4a12-88c4-66d907cc65c9,2/19/2024 20:00:24,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,126.0
eb698920-996b-4bbd-b8a5-7414f307aa42,7/11/2024 15:38:01,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,127.0
80b41e1b-5190-447f-b409-c16b01162cf0,7/8/2024 22:00:52,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,128.0
f6079976-5f69-482b-8b84-179dd5524bfa,10/10/2023 19:44:21,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,129.0
f10cf3ff-f51e-442d-bee4-d1c0099c264c,1/16/2024 14:04:28,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,130.0
98101cf4-a26d-4e32-9f91-6f42993b3ea1,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,131.0
a93b4520-48eb-4201-afbf-b8d72d7eb56a,1/16/2024 14:04:28,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,132.0
61dbc7bb-5997-4446-a7eb-5b0cd4ea98db,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,133.0
8e0fa808-9c9f-47f2-aaa1-6fd29a3c638d,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,134.0
7c7aeed7-f005-426d-aafd-368700609ba0,7/8/2024 21:33:17,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,135.0
1b06ccbe-4819-4c66-9629-77abef688416,7/8/2024 21:33:17,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,136.0
9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,137.0
26321a8a-0e7d-451e-a0f3-787a7432d9cb,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,138.0
a4272ae2-4e7e-4252-a49a-10445c387bc6,5/17/2025 13:04:23,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,139.0
e62e4b0c-e929-48f4-ad21-f172df57e747,5/17/2025 16:25:29,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,140.0
2d1a4ae6-c125-4238-ae47-5496c45d5d8c,7/8/2024 22:00:52,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,141.0
e33fe1f5-796c-4c1d-84c4-32eb396f9837,5/17/2025 16:25:29,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,142.0
