id,Timestamp,Tanggal hari ini ,Pertemuan ke-,Kualitas materi ,Siapa trainer pada hari ini ?,Bagaimana menurut Trainer pada hari ini ?,Kualitas trainer ,Apakah ada saran secara keseluruhan ?,Kamu mengikuti Bootcamp Batch ?,Tanggal hari ini,Pertemuan ke
7c7aeed7-f005-426d-aafd-368700609ba0,3/17/2024 17:06:34,,,4,k,bagus,5,tidak ada,6.0,3/17/2024,Pertemuan 16
c1133665-1bdf-4e34-ad54-083732118089,3/11/2024 10:16:27,,,4,mdn,bagus,5,,6.0,3/11/2024,Pertemuan 14
9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,3/5/2024 21:53:30,,,3,ars,Good,5,,6.0,3/5/2024,Pertemuan 20
2f586764-da78-499d-9a41-eafd03844e80,3/17/2024 17:06:12,,,5,ars,sangat baik,5,Belum ada,6.0,3/17/2024,Pertemuan 1
39acfef6-976a-4ca5-a481-e5d887907fad,8/6/2024 20:31:40,,,5,ars,Baik,4,,6.0,8/6/2024,Pertemuan 16
83cff052-3ad9-416d-b26e-4797eccc0f10,3/5/2024 21:53:30,,,5,mdn,y,5,Baik,6.0,3/5/2024,Pertemuan 14
78cb70fb-cca0-4d6b-83e3-0ca440be5174,11/21/2023 21:22:50,,,4,ars,./,5,cukup bagus,6.0,11/21/2023,Pertemuan 15
d057bbf9-c5fa-420a-9bb9-1f6322853d1c,2/1/2024 21:08:07,,,5,mdn,Bagus,4,-,6.0,2/1/2024,Pertemuan 4
14d84dec-8ae5-46d1-aebd-b3aa52f097ff,5/8/2024 15:58:33,,,4,k,"Luar biasa, dapat menyampaikan materi dengan baik",5,Untuk absensi mungkin lebih di tigkatkan lagi bisa via notif google classroom after pertemuan langsung ada notif absen soalnya terus di kasih jangka waktu sehari . dikarenakan untuk absen ini kurang efisien ,6.0,5/8/2024,Pertemuan 23
fefb10d9-4247-4d30-b89d-9efd8c703bf1,6/14/2024 21:33:53,,,4,mdn,sangat baik,4,/,6.0,6/14/2024,Pertemuan 12
202f45d7-fcef-4cc2-8278-6cd8e89d01cd,5/14/2024 21:34:21,,,5,mf,Sangat jelas menguraikan materi,5,.,6.0,5/14/2024,Pertemuan 18
c43a7404-eeeb-4714-9bc9-598b448da6f9,2/22/2024 19:08:20,,,3,ars,Baguss,5,Tidak ada,6.0,2/22/2024,Pertemuan 2
cee38db4-d8fb-4876-affb-408d23f0c5fc,9/4/2024 8:15:37,,,3,mw,sangat baik dalam penyampaian,5,-,6.0,9/4/2024,Pertemuan 12
2384d785-bbf8-4c79-be46-5e56d3e5feee,12/14/2023 21:22:32,,,5,ars,bagus,4,.,6.0,12/14/2023,Pertemuan 9
53f8916f-1f81-4fd4-ba7e-b3574e6852eb,6/20/2024 21:05:41,,,5,ars,.,5,Belum ada,6.0,6/20/2024,Pertemuan 9
44ca9a06-8b5d-42d1-a313-dfee18559727,7/2/2024 20:30:29,,,5,ars,Good,5,,6.0,7/2/2024,Pertemuan 2
64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,7/18/2024 21:28:35,,,5,ars,ok,4,ok,6.0,7/18/2024,Pertemuan 25
93515f8d-d789-46de-bb36-728e6b16625a,1/16/2024 21:31:24,,,5,mf,Sangat jelas dalam penyampaian materinya ,5,,6.0,1/16/2024,Pertemuan 6
f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,10/17/2023 21:34:31,,,5,ars,Bagus,4,-,6.0,10/17/2023,Pertemuan 5
b8617d9b-d83b-4256-a87a-6edeaaedc6ba,3/17/2024 17:06:12,,,3,mdn,Bagus,4,,6.0,3/17/2024,Pertemuan 6
9b6d950a-d667-4f0b-ac67-0d810b2feff6,11/21/2023 21:23:00,,,3,j,Cukup ngebantu,3,-,6.0,11/21/2023,Pertemuan 9
59ad52ab-0325-4f71-bbf8-6d0eabc630ad,10/10/2023 21:27:56,,,4,ars,Sangat menguasai materi,4,OK,6.0,10/10/2023,Pertemuan 22
0aa927af-2e14-47b5-bb75-c1c700b13262,1/23/2024 21:55:48,,,5,je,sangat baik,4,,6.0,1/23/2024,Pertemuan 9
9cdeb8f3-f6ad-44fd-bccb-390c69038d0b,6/25/2024 21:33:48,,,5,mf,sangat baik,5,,6.0,6/25/2024,Pertemuan 10
216de2aa-e0bf-41b4-92da-3ad50ab2af5e,9/3/2024 21:03:59,,,3,ars,membantu,5,,6.0,9/3/2024,Pertemuan 20
6682a9bf-56ba-4596-8da7-14e90a00dcd4,6/11/2024 21:21:24,,,5,ars,good,4,,6.0,6/11/2024,Pertemuan 21
3715dae0-d872-499f-8f0c-fabf940e2bc0,6/26/2024 10:33:07,,,5,ars,Sangat baik dalam menyampaikan materi,5,,6.0,6/26/2024,Pertemuan 12
acf94512-66a4-418e-98d7-dfc6c4691d80,11/21/2023 21:22:50,,,5,ars,bagus,4,Baik,6.0,11/21/2023,Pertemuan 4
2f520f04-c2d9-4b9c-a029-6f9df9507b70,10/1/2024 21:35:51,,,4,ars,Bagus,3,-,6.0,10/1/2024,Pertemuan 12
2e276933-00b1-44a5-93f7-8327f3fcca83,10/1/2024 21:35:51,,,4,mdn,Bagus,4,tidak ada,6.0,10/1/2024,Pertemuan 21
38ba55a0-96fe-4f04-af03-fe2a75bf9968,7/18/2024 21:27:15,,,5,ars,Good,5,belum ada,6.0,7/18/2024,Pertemuan 10
38f9af29-497a-49e7-b561-797d2a207cf0,8/8/2024 22:41:47,,,5,mdn,Good,3,Untuk absensi mungkin lebih di tigkatkan lagi bisa via notif google classroom after pertemuan langsung ada notif absen soalnya terus di kasih jangka waktu sehari . dikarenakan untuk absen ini kurang efisien ,6.0,8/8/2024,Pertemuan 20
be1f9c71-c6b8-48c6-84bb-6ef5174954aa,2/15/2024 22:01:57,,,5,ars,membantu,5,.,6.0,2/15/2024,Pertemuan 12
17f173bf-52a2-4042-80ee-6d30d0217f4c,9/12/2024 21:34:30,,,5,mdn,Sangat menguasai materi,4,,6.0,9/12/2024,Pertemuan 18
2f773992-bd33-499d-b4d8-9de663d61d09,3/7/2024 21:42:33,,,5,mf,Sangat baik,5,cukup,6.0,3/7/2024,Pertemuan 17
be1f9c71-c6b8-48c6-84bb-6ef5174954aa,6/26/2024 10:33:07,,,5,mdn,Penyampaian terstruktur ,5,-,6.0,6/26/2024,Pertemuan 4
f2359723-11a9-4415-8278-4adb624d9e6b,6/11/2024 21:21:24,,,5,mdn,Ok sih ,4,.,6.0,6/11/2024,Pertemuan 16
2f17238b-3151-4596-bd04-d55f4c80a066,6/14/2024 21:33:53,,,3,ars,tidak ada materi,4,So far So good tapi untuk rekaman materinya bisa di percepat lagi soalnya buat bahan belajar dan itu kendala dari saya sih,6.0,6/14/2024,Pertemuan 28
e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,7/18/2024 21:27:15,,,3,mf,bagus,5,,6.0,7/18/2024,Pertemuan 17
64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,6/26/2024 10:33:07,,,5,ars,.,4,belum,6.0,6/26/2024,Pertemuan 29
a04fce7c-b286-4d7c-a980-189ed10f7dcb,7/4/2024 21:32:35,,,4,ars,sangat baik,4,-,6.0,7/4/2024,Pertemuan 26
1c8b2fc6-6dea-4184-9cb0-5dfbe49b73da,2/27/2024 18:57:52,,,3,ars,baik sekali,4,,6.0,2/27/2024,Pertemuan 12
493c0fa8-bb96-4b13-b9fb-93abb37b65e7,6/25/2024 20:44:40,,,5,mf,.,3,ok,6.0,6/25/2024,Pertemuan 24
afcb575e-c985-4e48-8663-6e73dd6dbe65,7/9/2024 21:10:43,,,5,mdn,"Seru, semangat",5,-,6.0,7/9/2024,Pertemuan 28
a4272ae2-4e7e-4252-a49a-10445c387bc6,9/24/2024 21:19:54,,,4,mdn,sangat baik,3,,6.0,9/24/2024,Pertemuan 16
9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,9/5/2024 21:08:33,,,4,mdn,Bagus,5,belum,6.0,9/5/2024,Pertemuan 25
24f641eb-913a-4416-84af-07ec8721940e,9/24/2024 21:19:54,,,3,ars,Good,5,tidak ada,6.0,9/24/2024,Pertemuan 8
1efd7e76-acea-457d-b43c-d2c538c532b2,3/16/2024 17:11:41,,,5,mdn,Bagus,3,Belum ada,6.0,3/16/2024,Pertemuan 19
5805dec2-b9a9-4314-9e19-729737c7a6c6,8/15/2024 21:11:35,,,5,mdn,membantu,5,ok,6.0,8/15/2024,Pertemuan 3
a93b4520-48eb-4201-afbf-b8d72d7eb56a,5/7/2024 22:01:08,,,5,mdn,ok,5,.,6.0,5/7/2024,Pertemuan 17
220cc7c6-0cef-413b-af2a-ec2208ceac65,5/2/2024 21:34:10,,,5,k,sangat baik,5,belum ada,6.0,5/2/2024,Pertemuan 19
927c3ada-c329-468f-8b53-036feb07b813,8/6/2024 21:42:59,,,5,ars,Good,3,Belum ada,6.0,8/6/2024,Pertemuan 13
daba59b7-3cb9-4533-b8a8-9e0562490dd2,6/14/2024 21:33:14,,,3,mdn,Bagus,5,Apakah ada e book ttg library? ,6.0,6/14/2024,Pertemuan 17
e59739bb-d66f-479b-92f8-1a526fb5a428,9/24/2024 21:19:54,,,4,mdn,good,5,,6.0,9/24/2024,Pertemuan 4
18ef96e8-9a73-4678-8c6c-772ce127d7f9,3/17/2024 17:06:34,,,4,mdn,enjoy ketika menjelaskan dan mudah dipahami,3,belum ada,6.0,3/17/2024,Pertemuan 24
94173ad0-5841-4719-9ae3-44e387b19633,5/16/2024 19:57:12,,,5,ars,ok,5,-,6.0,5/16/2024,Pertemuan 17
49e2e565-049d-4753-871a-2ec2587d386e,7/9/2024 21:21:31,,,4,ars,Sangat baik,3,,6.0,7/9/2024,Pertemuan 13
b2120df0-7828-41fd-8a67-19bf1554d594,3/7/2024 21:42:33,,,3,mdn,Bagus,5,-,6.0,3/7/2024,Pertemuan 2
3d110c2c-e912-45ac-b49c-d55781dd00dd,6/18/2024 21:07:41,,,5,ars,sangat baik,4,,6.0,6/18/2024,Pertemuan 9
9c190f0c-c070-4a52-946b-462086f30106,6/13/2024 19:47:34,,,4,ars,membantu,5,ok,6.0,6/13/2024,Pertemuan 7
d1560a24-8c99-4ae8-85f9-c9bf80991ce4,6/25/2024 20:44:30,,,5,je,bagus,5,-,6.0,6/25/2024,Pertemuan 13
5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,8/15/2024 20:35:43,,,5,ars,bagus,4,,6.0,8/15/2024,Pertemuan 1
eb5ab705-64b5-4824-80b1-748c0c01560b,2/13/2024 21:47:00,,,5,ars,Trainer sangat menguasai materi dan jelas dalam menyampaikan,5,,6.0,2/13/2024,Pertemuan 5
19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,5/21/2024 21:35:09,,,5,mdn,"Dapat menyampaikan materi dengan baik, penjelasan menarik ",4,,6.0,5/21/2024,Pertemuan 10
820fb470-45af-4458-a617-8ea1f9d8915d,10/10/2024 22:19:48,,,5,mw,sangat baik,4,Belum ada,6.0,10/10/2024,Pertemuan 1
c44794ff-60de-42e8-9ac1-d221a8ab29c0,3/17/2024 17:07:05,,,5,ars,sangat baik,5,,6.0,3/17/2024,Pertemuan 3
59ad52ab-0325-4f71-bbf8-6d0eabc630ad,10/31/2023 21:35:44,,,5,mdn,Trainer sangat menguasai materi,5,Tidak ada,6.0,10/31/2023,Pertemuan 9
5d11e9c3-db2d-42ce-a4b2-676294bcab5c,5/2/2024 21:34:10,,,5,k,Bagus,3,Belum ada,6.0,5/2/2024,Pertemuan 15
9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,3/17/2024 17:06:34,,,5,ars,sangat baik dalam penyampaian,5,e,6.0,3/17/2024,Pertemuan 12
24e8d7e7-70e0-47f0-835c-f03045861de5,5/21/2024 21:35:09,,,4,ars,good,5,Bagus,6.0,5/21/2024,Pertemuan 16
4afd54fc-f5e7-41c3-beaf-b9b1270a218c,10/10/2024 22:19:48,,,4,ars,Membantu,5,,6.0,10/10/2024,Pertemuan 22
8aef2d51-8022-4436-a3a6-8c80ea4e0d91,6/18/2024 21:08:13,,,3,ars,Sangat menguasai materi,5,OK,6.0,6/18/2024,Pertemuan 9
af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,2/20/2024 21:46:54,,,5,mf,tidak ada materi karena presentasi final project batch 8,3,-,6.0,2/20/2024,Pertemuan 17
4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,11/14/2023 21:27:57,,,4,ars,Baik ,4,,6.0,11/14/2023,Pertemuan 5
f6079976-5f69-482b-8b84-179dd5524bfa,6/18/2024 19:40:22,,,5,mdn,tidak ada materi,4,,6.0,6/18/2024,Pertemuan 5
90f03727-0a86-4f64-8828-9b8d6d2a0650,5/2/2024 20:57:06,,,4,mf,Baik,5,Belum ada,6.0,5/2/2024,Pertemuan 28
85c289f3-c492-4b55-91f1-25a199c58832,6/18/2024 21:04:35,,,5,ars,sangat baik,5,Untuk absensi mungkin lebih di tigkatkan lagi bisa via notif google classroom after pertemuan langsung ada notif absen soalnya terus di kasih jangka waktu sehari . dikarenakan untuk absen ini kurang efisien ,6.0,6/18/2024,Pertemuan 13
a2509b39-af24-4703-842f-27c2dcd12475,11/21/2023 21:22:50,,,5,ars,Good,5,a,6.0,11/21/2023,Pertemuan 4
22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,10/31/2023 21:35:44,,,5,ars,Bagus,5,-,6.0,10/31/2023,Pertemuan 20
0ef4cecc-887a-460d-b699-659969939b87,10/5/2023 21:27:43,,,5,mw,Bagus,5,.,6.0,10/5/2023,Pertemuan 20
b201d5cd-6e38-4c63-8347-e1dbd89720e9,2/29/2024 23:31:43,,,5,mw,sangat baik,4,semoga bisa berjalan dengan konsisten kedepannya,6.0,2/29/2024,Pertemuan 21
2d1a4ae6-c125-4238-ae47-5496c45d5d8c,8/15/2024 20:35:43,,,5,mf,"Seru, semangat",5,-,6.0,8/15/2024,Pertemuan 17
7aaf2ee9-a6f9-4256-8f6b-742a0ee1ac2e,5/2/2024 21:34:10,,,5,mw,sangat baik,5,,6.0,5/2/2024,Pertemuan 15
7a024b41-0a4e-41dd-ad47-121884fa8a11,10/3/2023 21:26:12,,,5,mw,Baik,5,ok,6.0,10/3/2023,Pertemuan 13
f9c4d67a-8176-4831-b098-8d866ed2dd52,6/11/2024 21:21:24,,,5,mf,Baik,5,Baik,6.0,6/11/2024,Pertemuan 15
d1d66775-cc03-42ea-ad3c-681efafb3682,9/5/2024 21:08:33,,,5,mdn,y,5,-,6.0,9/5/2024,Pertemuan 22
f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,2/20/2024 21:31:13,,,5,fg,ok,4,,6.0,2/20/2024,Pertemuan 4
670e36fe-2b5e-4426-919b-889ef9ae7dc9,3/11/2024 10:16:27,,,5,mdn,sangattt baik dan penjelasan nya mudah dipahami,4,-,6.0,3/11/2024,Pertemuan 14
3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,3/11/2024 10:16:27,,,3,ars,Good,5,,6.0,3/11/2024,Pertemuan 16
c0db802b-635c-4f93-b4cb-7d9883a43093,2/1/2024 20:54:28,,,4,mdn,Good,5,belum,6.0,2/1/2024,Pertemuan 6
921eaf8b-9aee-46c9-8e43-76663964131c,2/20/2024 21:31:13,,,3,mdn,Sangat baik,3,,6.0,2/20/2024,Pertemuan 21
66435fb2-4e78-43d7-952d-d83ed97c5590,2/27/2024 21:48:40,,,5,ars,membantu,5,untuk jadwal jika ingin mengumpulkan tugas itu  selalu terlambat,6.0,2/27/2024,Pertemuan 15
f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,9/24/2024 22:31:16,,,5,mdn,Sangat jelas menguraikan materi,3,-,6.0,9/24/2024,Pertemuan 11
efee5412-be59-448d-9f6e-9a7dcf201113,6/25/2024 19:43:45,,,5,ars,a,4,Belum,6.0,6/25/2024,Pertemuan 27
eb5ab705-64b5-4824-80b1-748c0c01560b,6/25/2024 20:44:30,,,4,mw,bagus,5,tidak ada,6.0,6/25/2024,Pertemuan 27
e42c716f-8970-4881-89c6-3db8a37ccd35,11/2/2023 21:24:12,,,2,ars,Lumayan,4,Baik,6.0,11/2/2023,Pertemuan 25
0b187bd8-2c9e-4c1a-ad95-1ac60fa3f39d,3/16/2024 17:11:41,,,4,mdn,Cukup jelas dalam penyampaian materi,5,,6.0,3/16/2024,Pertemuan 17
de511cef-1fc8-493b-bb99-d9ba30a042c9,8/8/2024 22:41:47,,,5,ars,sangat baik dan tidak membosankan,4,,6.0,8/8/2024,Pertemuan 11
abeb14a7-d8db-429f-9acc-79ef8cdf9a02,3/23/2024 17:20:23,,,5,ars,Baik,4,tidak ada,6.0,3/23/2024,Pertemuan 7
689f72f3-8a26-4eb9-abf2-c41108bc5bb6,2/8/2024 21:44:27,,,5,ars,Bagus,4,,6.0,2/8/2024,Pertemuan 5
ca5c06a4-b01e-4e89-b6e0-507d13da74e9,8/8/2024 22:41:47,,,4,ars,Cukup jelas ,5,Belum ada,6.0,8/8/2024,Pertemuan 25
cdb366d6-e302-45aa-b61c-6bb4bd827c4f,2/20/2024 21:31:13,,,4,ars,sangat baik,4,.,6.0,2/20/2024,Pertemuan 7
adc0ba52-ad0c-4888-9527-72d7900b42bd,7/18/2024 21:27:51,,,4,ars,a,3,,6.0,7/18/2024,Pertemuan 14
cbce132e-cb8f-4aac-a1c1-a776704aebef,7/18/2024 21:27:49,,,5,mdn,Bagus,5,,6.0,7/18/2024,Pertemuan 4
0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,1/8/2024 21:59:39,,,5,mw,OK,5,,6.0,1/8/2024,Pertemuan 10
9798eef8-20b9-4df4-a0de-81ed2227b9bf,6/13/2024 19:48:03,,,5,ars,bagus,5,,6.0,6/13/2024,Pertemuan 3
8cc0183c-f480-475a-a25b-559f3576b7c5,1/23/2024 21:55:48,,,5,mdn,OK,4,,6.0,1/23/2024,Pertemuan 8
91753f65-ede6-4be5-b7a7-9e8b4da7cc42,2/13/2024 21:46:09,,,5,ars,Baik ,3,,6.0,2/13/2024,Pertemuan 14
efee5412-be59-448d-9f6e-9a7dcf201113,7/25/2024 21:39:32,,,4,mdn,"Sangat dimengerti materi yang disampaikan, bersemangat",5,-,6.0,7/25/2024,Pertemuan 21
eb5ab705-64b5-4824-80b1-748c0c01560b,6/20/2024 21:35:47,,,3,mdn,Bagus,4,-,6.0,6/20/2024,Pertemuan 30
9c190f0c-c070-4a52-946b-462086f30106,3/5/2024 21:53:30,,,4,mdn,"Sangat dimengerti materi yang disampaikan, bersemangat",4,mungkin kalau ada tugas atau apa project bisa di ingetin lagi via whatsup ,6.0,3/5/2024,Pertemuan 11
88f20ee0-e749-487f-a908-12f8ab47142b,8/15/2024 21:11:35,,,5,mdn,Bagus,4,-,6.0,8/15/2024,Pertemuan 7
c7bf0ed5-820e-4544-920d-c50b944dec2c,3/7/2024 21:46:27,,,4,ars,.,4,,6.0,3/7/2024,Pertemuan 19
ce6e85c5-f384-4d46-b67e-a4ca72252a0a,5/8/2024 15:58:33,,,5,mw,Bagus,4,,6.0,5/8/2024,Pertemuan 28
d2def5be-4ed5-4735-ba73-d6a360f58a69,7/25/2024 21:39:32,,,5,mdn,Bagus,3,OK,6.0,7/25/2024,Pertemuan 2
23205395-678b-4b55-a150-3fc8227c3a18,6/27/2024 21:14:09,,,5,ars,Bagus,5,Belum,6.0,6/27/2024,Pertemuan 14
64272418-9b0a-406a-8bbe-e115bdbfc718,6/13/2024 19:47:34,,,4,ars,membantu,5,Bagus,6.0,6/13/2024,Pertemuan 16
9c2aadbd-036d-45e6-b130-7f3d98892dba,2/13/2024 21:47:00,,,5,mdn,bagus,5,"mungkin untuk final project bisa disediakan wadah untuk publikasi, karena akan lebih diakui dan lebih formal",6.0,2/13/2024,Pertemuan 15
c7bf0ed5-820e-4544-920d-c50b944dec2c,5/27/2024 11:05:48,,,3,mw,Bagus,5,,6.0,5/27/2024,Pertemuan 13
d1f141a2-1152-4522-ac13-eb572de63737,7/9/2024 21:21:53,,,4,ars,Good,4,-,6.0,7/9/2024,Pertemuan 6
f2359723-11a9-4415-8278-4adb624d9e6b,5/15/2024 14:54:31,,,4,mdn,.,5,,6.0,5/15/2024,Pertemuan 6
9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,3/24/2024 17:06:38,,,5,mdn,OK,4,Apakah ada e book ttg library? ,6.0,3/24/2024,Pertemuan 8
a8272db8-0e9f-4372-a757-661bd02f9051,8/8/2024 22:08:31,,,4,ars,.,5,Tidak ada,6.0,8/8/2024,Pertemuan 15
e62e4b0c-e929-48f4-ad21-f172df57e747,6/25/2024 21:33:48,,,5,mdn,Bagus,5,Mudah-mudah bisa selalu konsisten,6.0,6/25/2024,Pertemuan 19
3418969d-5c13-46ee-8df0-794019e7a64f,6/18/2024 21:02:52,,,5,mdn,Trainer sangat menguasai materi dan jelas dalam menyampaikan,5,-,6.0,6/18/2024,Pertemuan 25
9798eef8-20b9-4df4-a0de-81ed2227b9bf,8/14/2024 5:24:21,,,2,ars,bersemangat dalam menyampaikan materi,4,,6.0,8/14/2024,Pertemuan 20
7828cf51-b3a0-48db-8231-70513625208a,6/6/2024 21:18:39,,,4,je,sangat baik,4,-,6.0,6/6/2024,Pertemuan 14
4c39b0b9-c9d0-45ac-b545-190c3da984fa,8/6/2024 21:33:54,,,4,mdn,cukup menguasai materi dalam penyampaian,5,-,6.0,8/6/2024,Pertemuan 20
83cff052-3ad9-416d-b26e-4797eccc0f10,6/18/2024 20:59:34,,,4,mf,bagus,5,cukup,6.0,6/18/2024,Pertemuan 18
802f27c7-ea1a-4e42-97b3-8174f236e379,6/27/2024 21:14:09,,,5,ars,BAik,5,.,6.0,6/27/2024,Pertemuan 12
0e97a2f7-f21a-4142-b564-eac1d55150cb,6/18/2024 21:00:23,,,5,mdn,sangat baik dalam penyampaian,5,,6.0,6/18/2024,Pertemuan 12
ba649e58-8a55-492c-bf39-5d660ebef5c7,2/15/2024 19:29:04,,,3,ars,bagus,5,-,6.0,2/15/2024,Pertemuan 15
5c1e8c88-6c25-4e21-99e7-98f3140d754f,11/14/2023 21:27:57,,,5,mdn,y,3,a,6.0,11/14/2023,Pertemuan 21
a59fa924-4733-471c-8754-f6595cd0e6f1,3/16/2024 16:35:40,,,5,mdn,Dapat menyampaikan materi dengan baik,4,cukup,6.0,3/16/2024,Pertemuan 15
cae3f7d3-ef38-44cd-99ae-c2606063e41f,8/15/2024 21:11:35,,,5,ars,baik sekali,4,-,6.0,8/15/2024,Pertemuan 12
1e22ce44-7a97-4f75-b7f5-d47bd96a8342,7/2/2024 20:30:29,,,4,ars,.,4,ok,6.0,7/2/2024,Pertemuan 16
4c618e0b-e52e-4b54-98ca-542b28fe4432,6/13/2024 19:47:34,,,4,ars,sangat menguasai,2,a,6.0,6/13/2024,Pertemuan 5
e876c637-3708-402f-9fc3-ed2a59c697c9,2/13/2024 21:46:09,,,4,ars,bagus,5,belum ada,6.0,2/13/2024,Pertemuan 19
38f9af29-497a-49e7-b561-797d2a207cf0,2/13/2024 21:46:09,,,5,mdn,Bagus,5,Baik,6.0,2/13/2024,Pertemuan 13
4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,9/3/2024 21:03:59,,,5,ars,sangat baik,3,-,6.0,9/3/2024,Pertemuan 10
6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,10/3/2023 21:26:12,,,5,mf,sangat membantu untuk review cv dan linkedin,5,Belum ada,6.0,10/3/2023,Pertemuan 3
51c428b4-c4a7-4da8-86e1-1fa640026086,1/16/2024 21:31:24,,,3,mdn,"Mantap, bersemangat",5,ok,6.0,1/16/2024,Pertemuan 4
4afd54fc-f5e7-41c3-beaf-b9b1270a218c,7/25/2024 21:42:47,,,5,mw,./,5,,6.0,7/25/2024,Pertemuan 11
28c21980-3720-4511-bec7-cc2e6275750a,2/29/2024 21:02:20,,,3,mdn,"Baik, namun penjelasan Library masih terlalu umum ",3,,6.0,2/29/2024,Pertemuan 11
dfac5d22-8882-4707-bbe8-9325b9ddc739,2/1/2024 20:54:28,,,5,mdn,bagus,5,Belum ada,6.0,2/1/2024,Pertemuan 6
b1d1a983-98bc-441f-96bf-b92fd2c78493,3/16/2024 16:35:40,,,5,mw,Sangat menguasai materi,5,-,6.0,3/16/2024,Pertemuan 2
e490e589-c757-4a79-9fb9-b96dc034c08b,2/22/2024 21:50:22,,,5,mdn,Sangat baik,5,.,6.0,2/22/2024,Pertemuan 1
68808f5c-066f-4afa-b2fa-ae7abe1e6ba5,8/6/2024 20:31:40,,,5,mdn,sangat baik,5,,6.0,8/6/2024,Pertemuan 1
b201d5cd-6e38-4c63-8347-e1dbd89720e9,5/27/2024 11:07:42,,,4,mf,Good,3,ok,6.0,5/27/2024,Pertemuan 9
a4272ae2-4e7e-4252-a49a-10445c387bc6,8/15/2024 21:11:35,,,5,mf,bagus,5,tidak ada,6.0,8/15/2024,Pertemuan 24
91e4721c-9e62-45f6-874a-878f40489739,5/7/2024 21:18:10,,,5,ars,sangat baik,5,persentasi final project,6.0,5/7/2024,Pertemuan 11
c7bf0ed5-820e-4544-920d-c50b944dec2c,10/24/2023 20:25:27,,,5,mdn,Cukup jelas ,4,,6.0,10/24/2023,Pertemuan 16
0bb3ee6a-85cc-4eb3-b648-e8c08e1364db,10/17/2023 21:34:09,,,5,ars,Penyampaian terstruktur ,5,-,6.0,10/17/2023,Pertemuan 1
220cc7c6-0cef-413b-af2a-ec2208ceac65,2/29/2024 21:02:20,,,4,ars,Good,5,,6.0,2/29/2024,Pertemuan 3
e9877472-82b1-472c-8e62-929561e5e2e7,5/2/2024 20:57:59,,,5,ars,Pribadi agak kurang masih enakan mas andika,5,cukup bagus,6.0,5/2/2024,Pertemuan 9
d99430cc-3810-4660-823f-02144b19ea3d,10/10/2024 22:19:48,,,5,ars,Baik ,3,Tidak Ada,6.0,10/10/2024,Pertemuan 28
c34aed25-5a2c-400e-ba87-7168d634e3bd,2/18/2024 9:20:13,,,5,mdn,Ok,5,tidak ada,6.0,2/18/2024,Pertemuan 30
9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,6/13/2024 19:47:34,,,3,ars,Bagus,4,tidak ada,6.0,6/13/2024,Pertemuan 24
e9b443df-a15c-4c9f-b225-c44096cdcb9e,7/18/2024 21:27:49,,,5,ars,bagus,5,,6.0,7/18/2024,Pertemuan 8
640d60da-a441-4460-b386-d9613ee01d28,9/12/2024 21:17:31,,,3,ars,Trainer sangat menguasai materi dan jelas dalam menyampaikan,5,mungkin untuk jam'nya bisa de percepat karena terlalu malam kurang efisien,6.0,9/12/2024,Pertemuan 11
fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,6/20/2024 21:35:47,,,5,mdn,.,3,Nope,6.0,6/20/2024,Pertemuan 13
aafce93e-6e5f-46ad-b186-d642d5a456a1,9/12/2024 21:34:30,,,5,mfars,sangat baik,5,Mohon materinya langsung di share setelah selesai sesi kak ,6.0,9/12/2024,Pertemuan 30
5d6539ff-441b-46cc-af23-5b77ff05230e,10/3/2023 21:23:03,,,4,mdn,Jelas dan informatif,5,,6.0,10/3/2023,Pertemuan 6
0aa927af-2e14-47b5-bb75-c1c700b13262,2/15/2024 22:01:14,,,5,mf,Good,5,.,6.0,2/15/2024,Pertemuan 17
acf94512-66a4-418e-98d7-dfc6c4691d80,8/8/2024 22:41:47,,,4,mdn,.,5,-,6.0,8/8/2024,Pertemuan 24
d057bbf9-c5fa-420a-9bb9-1f6322853d1c,8/6/2024 21:42:59,,,5,ars,sangat baik,3,,6.0,8/6/2024,Pertemuan 2
dfac5d22-8882-4707-bbe8-9325b9ddc739,3/24/2024 17:04:51,,,5,mw,sangat baik,5,-,6.0,3/24/2024,Pertemuan 5
