,id,Bootcamp,jumlah_mini_project_dikerjakan
397,24f641eb-913a-4416-84af-07ec8721940e,Offline,1
398,41c2499e-4649-4cd4-8476-d435c6166c58,Offline,1
399,f59c8c41-7c50-4929-a64d-49cf2e587423,Offline,1
400,dbf069ee-b1dd-4b75-8b6e-73734ec2cb48,Offline,1
401,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,Offline,1
402,4cab344d-1770-4c38-a71f-6d51e8f3b5cc,Offline,1
403,48a6d994-4f5b-468f-a96b-9ebe47e8e279,Offline,1
404,dceebdb5-1a91-4fa6-8072-aaa827868eb3,Offline,1
405,2b46b282-1df9-4423-9625-2c6743a25144,Offline,1
406,483a2cf3-98f9-456d-81d9-022710423c23,Offline,1
407,1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,Offline,1
408,2a205037-8c86-4372-a92d-d81ee9b38025,Offline,1
409,44f5e566-7fef-484a-b881-c53d9249ae9b,Offline,1
410,3dea5f61-f356-432f-b831-57df87d6b032,Offline,1
411,d1d66775-cc03-42ea-ad3c-681efafb3682,Offline,1
412,2ae01d22-116d-44c0-84be-cfad96fb519c,Offline,1
413,b166452a-784d-4789-941e-1c7b8b6229f6,Offline,1
414,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,Offline,1
415,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,Offline,1
416,663c3978-6013-4a55-9a58-5d538e435021,Offline,1
417,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,Offline,1
418,5ef119b1-883b-4964-8400-341414ee551a,Offline,1
419,709c8608-6cac-4147-9d6e-e8152ce6340c,Offline,1
420,17f173bf-52a2-4042-80ee-6d30d0217f4c,Offline,1
421,216de2aa-e0bf-41b4-92da-3ad50ab2af5e,Offline,1
422,9c2aadbd-036d-45e6-b130-7f3d98892dba,Offline,1
423,4cf82814-1d7e-430c-bba3-247af2552306,Offline,1
424,b661cc43-3695-4a39-b0dc-21164ec6e199,Offline,1
425,e04076e5-3fab-4e6b-9f79-38c54336e47b,Offline,1
426,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,Offline,1
427,a133b00f-54e3-42c5-87db-f89de83c6874,Offline,1
428,bcb872cd-f6f8-422c-8729-59be0b01e4c4,Offline,1
429,e18562d7-a549-49e1-ade6-2373fed3787d,Offline,1
430,34099491-cba6-4b79-9c62-38e83f1cf9db,Offline,1
431,5e454df6-a68f-4b76-b06a-f576ed27a11e,Offline,1
432,40ef5c66-cc76-49a6-851d-1b58fe2953d7,Offline,1
433,3aa83f6f-e363-4f12-9770-8902a51fbfbc,Offline,1
434,48aeea0c-cfef-4b4a-b94f-415455a9d7af,Offline,1
435,c4cf804a-7759-4269-8562-c7141d2c18c7,Offline,1
436,a76629f6-fe9d-4e32-a4ab-46b9faf116a0,Offline,1
437,6cfc3694-9d16-4d0e-be7d-e717b3e39ea9,Offline,1
438,ba649e58-8a55-492c-bf39-5d660ebef5c7,Offline,1
439,8e3026d2-a977-4221-a6cc-c30fd3590962,Offline,1
440,1bbd002a-73c0-4f38-8e36-76560bba1f49,Offline,1
441,e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,Offline,1
442,1bfa930d-cf1c-479b-87e4-bae0f9073321,Offline,1
443,3957973a-682a-4959-b576-9a085c8a44ae,Offline,1
444,45d72ac3-0209-493e-9d5a-8a966d562845,Offline,1
445,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,Offline,1
446,c7cccd38-9e0f-4c94-acfb-557606e7aadf,Offline,1
447,fdf2851c-a685-4112-80fc-401747191dc3,Offline,1
448,67313ce6-34e5-492a-ab7b-4e50acceb029,Offline,1
449,670e36fe-2b5e-4426-919b-889ef9ae7dc9,Offline,1
450,49b93c8d-21cf-4307-90e1-12f87a2a75a4,Offline,1
451,e696ca58-d61a-449b-8aae-30772b7d92e3,Offline,1
452,aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,Offline,1
453,aafce93e-6e5f-46ad-b186-d642d5a456a1,Offline,1
454,73b6df25-7321-4250-8a5d-2d58573b14ec,Offline,1
455,94173ad0-5841-4719-9ae3-44e387b19633,Offline,1
456,c1133665-1bdf-4e34-ad54-083732118089,Offline,1
457,6682a9bf-56ba-4596-8da7-14e90a00dcd4,Offline,1
458,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,Offline,1
459,a1408643-a549-447c-b867-6886faa00fca,Offline,1
460,2eebf90c-68dc-4631-a827-b59638b7ad52,Offline,1
461,f1242db3-e5af-4813-a6f1-4c9e531776bd,Offline,1
462,9f60f579-c330-400e-a75a-6d0d289424c1,Offline,1
463,cee38db4-d8fb-4876-affb-408d23f0c5fc,Offline,1
464,3d0ea613-5462-4785-91d0-04f2331473f5,Offline,1
465,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,Offline,1
466,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,Offline,1
467,71dfef48-bb94-46ba-9eb5-66c917e928c7,Offline,1
