,id,Score
397,f627af83-24c8-4c96-a7fd-4e60eddea09e,40 / 100
398,0aa927af-2e14-47b5-bb75-c1c700b13262,50 / 100
399,747f065e-55d2-47c9-ab2b-c349fcbc001d,90 / 100
400,59ad52ab-0325-4f71-bbf8-6d0eabc630ad,90 / 100
401,ddd0d578-3230-498c-9471-c90132d0399a,50 / 100
402,717bbe10-f11f-4197-820a-cc03420e2016,60 / 100
403,3e262f96-1a3a-4620-a5cb-26350e9ead3e,40 / 100
404,daba59b7-3cb9-4533-b8a8-9e0562490dd2,50 / 100
405,da651f2b-7264-419b-86f7-c68c199ab2eb,90 / 100
406,2f586764-da78-499d-9a41-eafd03844e80,60 / 100
407,64272418-9b0a-406a-8bbe-e115bdbfc718,50 / 100
408,6975f225-5acc-48bb-a80d-6a3a5e442fae,50 / 100
409,eeebd242-3df2-464c-9aa3-cd5781da8039,40 / 100
410,cb05f3e4-515e-4567-9ec2-b3d043b9f1e4,50 / 100
411,2f17238b-3151-4596-bd04-d55f4c80a066,60 / 100
412,0e58e77d-a18e-44d2-9fb8-522685cc2b76,50 / 100
413,c0f96359-1d50-4ea2-b4d2-98cffcc461bf,50 / 100
414,cee74a0a-0b19-443e-93ff-152112089c51,40 / 100
415,bf94eb8d-5d4f-43d3-9528-ff5ef9009951,60 / 100
416,7aaf2ee9-a6f9-4256-8f6b-742a0ee1ac2e,90 / 100
417,83cff052-3ad9-416d-b26e-4797eccc0f10,40 / 100
418,78cb70fb-cca0-4d6b-83e3-0ca440be5174,40 / 100
419,18d72f16-5e3b-4cdd-ac63-6847f84789e2,90 / 100
420,d1953b54-615a-4056-af44-817e8a0c4b40,100 / 100
421,5cd193d4-8ecf-4845-a463-61edf2b05ff3,80 / 100
422,7a0157cb-c6fc-4ec5-873e-fafdddf66174,90 / 100
423,d2def5be-4ed5-4735-ba73-d6a360f58a69,50 / 100
424,b07938ae-0ab3-44a5-9009-465521064ed4,40 / 100
425,dab9d52e-ee1a-4508-a4d6-5dd373bb25f6,100 / 100
426,792a10ac-a9bb-45ce-af93-7a2619ef61fe,40 / 100
427,24f641eb-913a-4416-84af-07ec8721940e,50 / 100
428,41c2499e-4649-4cd4-8476-d435c6166c58,100 / 100
429,f59c8c41-7c50-4929-a64d-49cf2e587423,50 / 100
430,dbf069ee-b1dd-4b75-8b6e-73734ec2cb48,40 / 100
431,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,80 / 100
432,4cab344d-1770-4c38-a71f-6d51e8f3b5cc,100 / 100
433,48a6d994-4f5b-468f-a96b-9ebe47e8e279,40 / 100
434,dceebdb5-1a91-4fa6-8072-aaa827868eb3,50 / 100
435,2b46b282-1df9-4423-9625-2c6743a25144,50 / 100
436,483a2cf3-98f9-456d-81d9-022710423c23,90 / 100
437,1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,50 / 100
438,2a205037-8c86-4372-a92d-d81ee9b38025,50 / 100
439,44f5e566-7fef-484a-b881-c53d9249ae9b,80 / 100
440,3dea5f61-f356-432f-b831-57df87d6b032,80 / 100
441,d1d66775-cc03-42ea-ad3c-681efafb3682,80 / 100
442,2ae01d22-116d-44c0-84be-cfad96fb519c,40 / 100
443,b166452a-784d-4789-941e-1c7b8b6229f6,40 / 100
444,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,100 / 100
445,0fe94c00-c05c-4d31-9f39-7d31012ea47a,40 / 100
446,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,60 / 100
447,663c3978-6013-4a55-9a58-5d538e435021,40 / 100
448,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,50 / 100
449,5ef119b1-883b-4964-8400-341414ee551a,90 / 100
450,709c8608-6cac-4147-9d6e-e8152ce6340c,40 / 100
451,17f173bf-52a2-4042-80ee-6d30d0217f4c,100 / 100
452,216de2aa-e0bf-41b4-92da-3ad50ab2af5e,50 / 100
453,9c2aadbd-036d-45e6-b130-7f3d98892dba,90 / 100
454,4cf82814-1d7e-430c-bba3-247af2552306,50 / 100
455,b661cc43-3695-4a39-b0dc-21164ec6e199,80 / 100
456,e04076e5-3fab-4e6b-9f79-38c54336e47b,40 / 100
457,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,40 / 100
458,a133b00f-54e3-42c5-87db-f89de83c6874,60 / 100
459,bcb872cd-f6f8-422c-8729-59be0b01e4c4,50 / 100
460,e18562d7-a549-49e1-ade6-2373fed3787d,60 / 100
461,34099491-cba6-4b79-9c62-38e83f1cf9db,40 / 100
462,5e454df6-a68f-4b76-b06a-f576ed27a11e,60 / 100
463,40ef5c66-cc76-49a6-851d-1b58fe2953d7,50 / 100
464,3aa83f6f-e363-4f12-9770-8902a51fbfbc,100 / 100
465,48aeea0c-cfef-4b4a-b94f-415455a9d7af,90 / 100
466,c4cf804a-7759-4269-8562-c7141d2c18c7,40 / 100
467,a76629f6-fe9d-4e32-a4ab-46b9faf116a0,90 / 100
468,6cfc3694-9d16-4d0e-be7d-e717b3e39ea9,40 / 100
469,0e321c7e-d2cf-4699-aa74-9544ab8f2090,100 / 100
470,ba649e58-8a55-492c-bf39-5d660ebef5c7,60 / 100
471,8e3026d2-a977-4221-a6cc-c30fd3590962,80 / 100
472,1bbd002a-73c0-4f38-8e36-76560bba1f49,90 / 100
473,e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,60 / 100
474,1bfa930d-cf1c-479b-87e4-bae0f9073321,50 / 100
475,3957973a-682a-4959-b576-9a085c8a44ae,90 / 100
476,45d72ac3-0209-493e-9d5a-8a966d562845,40 / 100
477,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,50 / 100
478,c7cccd38-9e0f-4c94-acfb-557606e7aadf,90 / 100
479,fdf2851c-a685-4112-80fc-401747191dc3,80 / 100
480,67313ce6-34e5-492a-ab7b-4e50acceb029,40 / 100
481,670e36fe-2b5e-4426-919b-889ef9ae7dc9,40 / 100
482,49b93c8d-21cf-4307-90e1-12f87a2a75a4,40 / 100
483,e696ca58-d61a-449b-8aae-30772b7d92e3,60 / 100
484,aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,40 / 100
485,aafce93e-6e5f-46ad-b186-d642d5a456a1,100 / 100
486,73b6df25-7321-4250-8a5d-2d58573b14ec,60 / 100
487,94173ad0-5841-4719-9ae3-44e387b19633,40 / 100
488,c1133665-1bdf-4e34-ad54-083732118089,50 / 100
489,6682a9bf-56ba-4596-8da7-14e90a00dcd4,40 / 100
490,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,40 / 100
491,a1408643-a549-447c-b867-6886faa00fca,40 / 100
492,2eebf90c-68dc-4631-a827-b59638b7ad52,50 / 100
493,0e354232-854f-43ec-944d-b120245eea4d,40 / 100
494,f1242db3-e5af-4813-a6f1-4c9e531776bd,60 / 100
495,9f60f579-c330-400e-a75a-6d0d289424c1,100 / 100
496,0ef4cecc-887a-460d-b699-659969939b87,40 / 100
497,cee38db4-d8fb-4876-affb-408d23f0c5fc,40 / 100
498,3d0ea613-5462-4785-91d0-04f2331473f5,60 / 100
499,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,40 / 100
500,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,50 / 100
501,71dfef48-bb94-46ba-9eb5-66c917e928c7,60 / 100
