,id,jumlah_quiz_dikerjakan
448,40ef5c66-cc76-49a6-851d-1b58fe2953d7,1
449,3aa83f6f-e363-4f12-9770-8902a51fbfbc,1
450,48aeea0c-cfef-4b4a-b94f-415455a9d7af,1
451,c4cf804a-7759-4269-8562-c7141d2c18c7,1
452,a76629f6-fe9d-4e32-a4ab-46b9faf116a0,1
453,6cfc3694-9d16-4d0e-be7d-e717b3e39ea9,1
454,0e321c7e-d2cf-4699-aa74-9544ab8f2090,1
455,ba649e58-8a55-492c-bf39-5d660ebef5c7,1
456,8e3026d2-a977-4221-a6cc-c30fd3590962,1
457,1bbd002a-73c0-4f38-8e36-76560bba1f49,1
458,e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,1
459,1bfa930d-cf1c-479b-87e4-bae0f9073321,1
460,3957973a-682a-4959-b576-9a085c8a44ae,1
461,45d72ac3-0209-493e-9d5a-8a966d562845,1
462,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,1
463,c7cccd38-9e0f-4c94-acfb-557606e7aadf,1
464,fdf2851c-a685-4112-80fc-401747191dc3,1
465,67313ce6-34e5-492a-ab7b-4e50acceb029,1
466,670e36fe-2b5e-4426-919b-889ef9ae7dc9,1
467,49b93c8d-21cf-4307-90e1-12f87a2a75a4,1
468,e696ca58-d61a-449b-8aae-30772b7d92e3,1
469,aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,1
470,aafce93e-6e5f-46ad-b186-d642d5a456a1,1
471,73b6df25-7321-4250-8a5d-2d58573b14ec,1
472,94173ad0-5841-4719-9ae3-44e387b19633,1
473,c1133665-1bdf-4e34-ad54-083732118089,1
474,6682a9bf-56ba-4596-8da7-14e90a00dcd4,1
475,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,1
476,a1408643-a549-447c-b867-6886faa00fca,1
477,2eebf90c-68dc-4631-a827-b59638b7ad52,1
478,0e354232-854f-43ec-944d-b120245eea4d,1
479,f1242db3-e5af-4813-a6f1-4c9e531776bd,1
480,9f60f579-c330-400e-a75a-6d0d289424c1,1
481,0ef4cecc-887a-460d-b699-659969939b87,1
482,cee38db4-d8fb-4876-affb-408d23f0c5fc,1
483,3d0ea613-5462-4785-91d0-04f2331473f5,1
484,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,1
485,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,1
486,71dfef48-bb94-46ba-9eb5-66c917e928c7,1
