,id,Kualitas materi ,Siapa trainer pada hari ini ?,Kualitas trainer ,jumlah_kehadiran
2406,9ffb6093-07ab-4c59-8f50-d7b38b640c04,4,mdn,5,29
2407,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,4,mdn,5,29
2408,d5b84e64-0316-493b-9d2d-3d5a49490e9c,5,mdn,3,21
2409,90f03727-0a86-4f64-8828-9b8d6d2a0650,5,mdn,4,28
2410,9c190f0c-c070-4a52-946b-462086f30106,3,mf,2,25
2411,752ccf1a-c3a9-463a-af5a-ee8a0815ddad,4,mf,5,18
2412,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,5,mdn,5,29
2413,49b93c8d-21cf-4307-90e1-12f87a2a75a4,4,mfars,5,26
2414,9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,4,mdn,4,26
2415,a14d25d1-f7f8-4220-8946-96cf6b19cae9,5,mdn,4,24
2416,2c867a72-877a-4cfb-8d18-01990c6c4846,3,mdn,4,19
2417,202f45d7-fcef-4cc2-8278-6cd8e89d01cd,4,mdn,5,19
2418,663c3978-6013-4a55-9a58-5d538e435021,5,mfars,5,25
2419,d4024ed1-cddb-4e3c-aea5-6616191d699f,5,mdn,3,29
2420,0aa927af-2e14-47b5-bb75-c1c700b13262,4,mdn,5,25
2421,ec3f623a-65f2-4b0d-937b-d0d1c4325976,3,ars,5,30
2422,11a3f0b6-30be-4055-bd52-045a04e860fe,4,ars,5,25
2423,4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,5,-,4,28
2424,b94abf88-995e-47ac-9dae-0fc713c19fd9,4,ars,4,27
2425,3418969d-5c13-46ee-8df0-794019e7a64f,5,ars,5,30
2426,8905a79c-4956-4918-b85f-f194e57c2e62,4,mdn,5,24
2427,60a29855-f1ba-4d16-a0e5-45fdc18d8780,3,fg,5,28
2428,2b9d541b-cc79-4e7a-8aca-958bed3b2c61,5,ars,5,18
2429,e469cc62-5dfe-42a1-be57-e686c98e01c6,5,mf,5,25
2430,38ba55a0-96fe-4f04-af03-fe2a75bf9968,4,mf,4,26
2431,d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,4,mw,4,29
2432,a133b00f-54e3-42c5-87db-f89de83c6874,5,ars,4,20
2433,a04fce7c-b286-4d7c-a980-189ed10f7dcb,5,mdn,4,28
2434,24e8d7e7-70e0-47f0-835c-f03045861de5,4,ars,5,25
2435,e9b443df-a15c-4c9f-b225-c44096cdcb9e,5,mdn,5,19
2436,f1242db3-e5af-4813-a6f1-4c9e531776bd,5,mdn,4,20
2437,f05a9269-3068-486a-b87d-fda9d757275c,5,mdn,3,28
2438,50bc13c3-0c72-4cab-a0af-b1569c6608e6,4,mdn,5,30
2439,a133b00f-54e3-42c5-87db-f89de83c6874,3,mf,5,20
2440,1bfa930d-cf1c-479b-87e4-bae0f9073321,5,mdn,5,23
2441,7428131a-f272-433f-b7ae-725af2ab628d,3,mdn,5,29
2442,e9b443df-a15c-4c9f-b225-c44096cdcb9e,5,j,4,19
2443,55284c4b-b914-4e5d-9551-79d8f5b4eb5d,5,mdn,5,26
2444,5febecf8-2d9f-471b-9303-cd8dd0f658af,5,mdn,5,28
2445,c16dd75d-767f-4f05-a3cf-e3207ecb51a4,4,ars,5,19
2446,53204bad-4011-4a1a-b4d1-cee62543e32e,5,ars,5,20
2447,375b7df7-16cd-4376-965f-52dc0c4f3eb3,4,ars,5,23
2448,50fe2f3d-7fa4-43b4-b182-6ff9a0371dd4,5,mdn,5,25
2449,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,5,ars,5,26
2450,e18562d7-a549-49e1-ade6-2373fed3787d,5,ars,5,22
2451,73b6df25-7321-4250-8a5d-2d58573b14ec,5,mdn,4,24
2452,e490e589-c757-4a79-9fb9-b96dc034c08b,4,mfars,5,22
2453,23205395-678b-4b55-a150-3fc8227c3a18,5,mdn,4,29
2454,93cc8629-4757-4a91-acbe-cb586e385c66,5,ars,5,18
2455,c7bf0ed5-820e-4544-920d-c50b944dec2c,5,ars,5,26
2456,51c428b4-c4a7-4da8-86e1-1fa640026086,3,mf,5,28
2457,af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,5,ars,5,19
2458,f6079976-5f69-482b-8b84-179dd5524bfa,4,mdn,5,28
2459,820fb470-45af-4458-a617-8ea1f9d8915d,3,mdn,5,30
2460,df68b52d-88f5-4b15-9731-39301acac35b,5,mdn,5,24
2461,689f72f3-8a26-4eb9-abf2-c41108bc5bb6,4,ars,4,23
2462,a93b4520-48eb-4201-afbf-b8d72d7eb56a,5,ars,4,28
2463,73b6df25-7321-4250-8a5d-2d58573b14ec,4,ars,5,24
2464,0e97a2f7-f21a-4142-b564-eac1d55150cb,4,mf,5,28
2465,23205395-678b-4b55-a150-3fc8227c3a18,5,ars,5,29
2466,0abe9114-4d57-4368-9b74-8ff8d5ab22cf,5,mdn,5,18
2467,357a2790-e856-4dd3-a0f5-8f6e14d0267f,4,ars,4,26
2468,0fe94c00-c05c-4d31-9f39-7d31012ea47a,5,mdn,5,24
2469,38f9af29-497a-49e7-b561-797d2a207cf0,5,ars,5,30
2470,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,5,mdn,4,26
2471,95914d89-1f22-4630-8d62-91f2d8d0ed88,5,mf,5,19
2472,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,4,ars,5,19
2473,444bb96e-33b5-408b-8f36-792f40a9e402,5,mdn,4,20
2474,22573f4b-b316-4b08-8b75-d05541ea7fcd,5,mdn,4,25
2475,c44b54b6-297d-4d1f-a5cc-1fbf039d492b,5,mdn,3,27
2476,a50dc3c0-5a19-4025-83eb-5812671c9480,4,ars,5,20
2477,d056ef76-a2d5-4e81-9a82-0a5190a878e8,4,mdn,3,28
2478,daba59b7-3cb9-4533-b8a8-9e0562490dd2,5,mw,5,23
2479,ce6e85c5-f384-4d46-b67e-a4ca72252a0a,4,mdn,3,30
2480,58d13a75-2efb-4254-85fa-13bdb2ac2156,4,ars,5,19
2481,747f065e-55d2-47c9-ab2b-c349fcbc001d,4,ars,4,23
2482,e9877472-82b1-472c-8e62-929561e5e2e7,5,mw,5,30
2483,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,5,ars,5,27
2484,8cc0183c-f480-475a-a25b-559f3576b7c5,4,mw,5,18
2485,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,5,fg,5,24
2486,8f526ed2-d369-4494-ac76-83d6b718337f,2,mdn,3,21
2487,2a205037-8c86-4372-a92d-d81ee9b38025,4,mdn,5,21
2488,20d213ef-76bf-41bb-bc87-9ffcfa2127bc,5,ars,5,26
2489,6e65b841-848c-46e7-a8b3-15ca81055f6a,3,ars,5,26
2490,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,5,je,4,30
2491,8aef2d51-8022-4436-a3a6-8c80ea4e0d91,5,mdn,5,29
2492,921eaf8b-9aee-46c9-8e43-76663964131c,5,ars,2,21
2493,ab9d4c1f-1773-4f12-88e1-ecd78f51e309,5,ars,4,30
2494,ddd0d578-3230-498c-9471-c90132d0399a,4,mf,5,18
2495,455e0529-272b-4550-95d5-a0bdb835ca9f,3,ars,4,23
2496,e7ec3fdb-639e-430f-978e-10c034fd3978,3,mdn,5,21
2497,0bb3ee6a-85cc-4eb3-b648-e8c08e1364db,4,ars,5,24
2498,e0c2a19b-d844-4f21-887c-a90f7c9b4346,5,ars,5,28
2499,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,5,mw,4,26
2500,792a10ac-a9bb-45ce-af93-7a2619ef61fe,5,mf,5,30
2501,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,3,mw,5,23
2502,5d11e9c3-db2d-42ce-a4b2-676294bcab5c,4,ars,5,24
2503,6682a9bf-56ba-4596-8da7-14e90a00dcd4,5,mdn,5,29
2504,1105bd82-4df4-4116-be5a-0fc3f7506907,2,mdn,5,18
2505,f4470d04-89ee-4c8e-99d8-4ed12535524b,5,ars,4,23
2506,dd17fd3c-6723-465c-8b53-ce5998b51003,5,mw,5,20
2507,d4024ed1-cddb-4e3c-aea5-6616191d699f,5,mw,3,29
2508,581e0c61-097c-43a1-807a-d1f21bf13e0c,4,mdn,4,28
2509,1f4653ef-22c9-4df4-acae-3ce6dcf43075,5,mf,5,26
2510,afcb575e-c985-4e48-8663-6e73dd6dbe65,5,mw,5,29
2511,79ce6eb0-d1d0-42fe-b157-1bb64abf5596,4,mfmw,4,23
2512,24e8d7e7-70e0-47f0-835c-f03045861de5,4,mf,5,25
2513,e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,5,ars,5,18
2514,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,5,mdn,5,24
2515,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,5,mdn,5,19
2516,e0c2a19b-d844-4f21-887c-a90f7c9b4346,3,mdn,5,28
2517,b1d1a983-98bc-441f-96bf-b92fd2c78493,5,mdn,5,26
2518,9dafb395-690f-4613-9aed-1761724d82c8,5,mdn,5,22
2519,9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,4,ars,4,26
2520,789055e5-3d0a-423a-bd82-c9fcfdf03bac,4,mw,5,30
2521,0abe9114-4d57-4368-9b74-8ff8d5ab22cf,5,mf,5,18
2522,1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,5,mdn,5,30
2523,44f5e566-7fef-484a-b881-c53d9249ae9b,5,mdn,5,28
2524,dfc7c753-24c4-4193-ae2b-2ee1af876a13,5,mf,5,30
2525,792a10ac-a9bb-45ce-af93-7a2619ef61fe,5,mf,5,30
2526,5febecf8-2d9f-471b-9303-cd8dd0f658af,4,mdn,5,28
2527,60a29855-f1ba-4d16-a0e5-45fdc18d8780,5,mdn,5,28
2528,3225e9ea-e884-40bd-a656-818e699d86ec,5,ars,4,25
2529,e98d0b49-dc22-4be4-89e6-38ba25d671b3,5,ars,5,21
2530,5cd193d4-8ecf-4845-a463-61edf2b05ff3,4,mw,3,26
2531,0d81df22-243d-48a5-829e-9b4954d5cd5b,4,ars,5,20
2532,fb0fdb0e-a962-4fa1-8447-b5f52235ffe8,5,mf,5,20
2533,86677349-04ed-425a-b521-0389359ed54e,4,ars,5,25
2534,77a3f484-80a6-4184-b278-fc2ba7a9bc4d,5,mdn,5,24
2535,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,5,ars,4,30
2536,f9c4d67a-8176-4831-b098-8d866ed2dd52,3,mdn,5,20
2537,393c8d69-3a0e-414a-8b81-6b069e1d3432,5,mdn,4,19
2538,ed2064be-7d40-4f59-9e7d-d7e7dd54b118,5,mdn,5,28
2539,273a109b-52b8-4925-8536-22ceb3b716dc,4,mdn,4,30
2540,bcb872cd-f6f8-422c-8729-59be0b01e4c4,5,mdn,5,27
2541,3ebec66e-6765-4b6b-a97a-c0eb8314e327,5,mw,5,20
2542,bf94eb8d-5d4f-43d3-9528-ff5ef9009951,4,mdn,3,24
2543,9bb07206-a24d-488b-91d9-853f606d5fd4,5,mdn,5,19
2544,e9b443df-a15c-4c9f-b225-c44096cdcb9e,5,mdn,5,19
2545,53292fdb-b353-457a-8482-81bdab16d44f,5,ars,5,30
2546,b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,5,mdn,4,20
2547,44ca9a06-8b5d-42d1-a313-dfee18559727,4,mf,5,28
2548,e7ec3fdb-639e-430f-978e-10c034fd3978,3,ars,5,21
2549,a76629f6-fe9d-4e32-a4ab-46b9faf116a0,5,ars,5,25
2550,dab9d52e-ee1a-4508-a4d6-5dd373bb25f6,4,mf,5,19
2551,1105bd82-4df4-4116-be5a-0fc3f7506907,5,j,4,18
2552,927c3ada-c329-468f-8b53-036feb07b813,4,ars,4,21
2553,202f45d7-fcef-4cc2-8278-6cd8e89d01cd,4,ars,5,19
2554,ac687490-2263-42a4-b629-41f9cb808ec3,4,ars,3,28
2555,b166452a-784d-4789-941e-1c7b8b6229f6,5,fg,5,21
2556,a997b75b-15b5-4973-bd5c-0372fd8cb344,5,mdn,5,22
2557,5d674651-5ef2-4f04-b0fd-1cb744d92488,5,mdn,5,18
2558,d9196f86-a4c4-48aa-89e6-1f61947b8201,4,ars,4,24
2559,e9b443df-a15c-4c9f-b225-c44096cdcb9e,4,ars,5,19
2560,e7cb74f4-ab7a-4555-90a9-a9f5ecb3f9b6,3,mdn,4,28
2561,927c3ada-c329-468f-8b53-036feb07b813,5,mw,5,21
2562,9bb07206-a24d-488b-91d9-853f606d5fd4,5,mf,5,19
2563,e98d0b49-dc22-4be4-89e6-38ba25d671b3,5,mdn,5,21
2564,9b87a188-a71f-4d7a-bb50-b7fae8022f80,5,mdn,5,27
2565,d1953b54-615a-4056-af44-817e8a0c4b40,5,mf,5,20
2566,9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,4,mf,4,25
2567,eeebd242-3df2-464c-9aa3-cd5781da8039,5,mdn,5,20
2568,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,5,mdn,5,29
2569,6182a456-4de8-43e2-b54f-5836017a532d,5,ars,5,19
2570,7fab4381-0d58-4c87-890a-00f892c6b4d3,5,ars,5,27
2571,e469cc62-5dfe-42a1-be57-e686c98e01c6,4,ars,4,25
2572,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,5,mf,5,22
2573,5cd193d4-8ecf-4845-a463-61edf2b05ff3,3,mdn,5,26
2574,5c1e8c88-6c25-4e21-99e7-98f3140d754f,3,mdn,5,22
2575,558a3ec4-7fbc-40e7-9553-f8cff87516c7,4,mdn,4,29
2576,a47a4348-5295-48e9-aea3-acb821b95f11,4,mf,5,23
2577,8c8342e9-a790-4117-b607-5415d372b7f6,5,mdn,5,29
2578,ec3f623a-65f2-4b0d-937b-d0d1c4325976,5,ars,5,30
2579,38f9af29-497a-49e7-b561-797d2a207cf0,5,mdn,4,30
2580,9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,3,ars,5,25
2581,b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,5,mf,5,30
2582,d2def5be-4ed5-4735-ba73-d6a360f58a69,4,ars,5,25
2583,a07d4949-be64-47ce-b0d2-c4b3e775404e,5,ars,5,24
2584,53f8916f-1f81-4fd4-ba7e-b3574e6852eb,3,mw,4,19
2585,a47a4348-5295-48e9-aea3-acb821b95f11,4,ars,4,23
2586,0ef4cecc-887a-460d-b699-659969939b87,5,mf,5,24
2587,3d110c2c-e912-45ac-b49c-d55781dd00dd,3,ars,5,26
2588,2a205037-8c86-4372-a92d-d81ee9b38025,5,ars,5,21
2589,689f72f3-8a26-4eb9-abf2-c41108bc5bb6,5,ars,4,23
2590,802f27c7-ea1a-4e42-97b3-8174f236e379,5,k,3,29
2591,e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,4,ars,4,19
2592,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,5,mdn,4,29
2593,5e454df6-a68f-4b76-b06a-f576ed27a11e,4,ars,5,22
2594,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,5,j,5,27
2595,eb698920-996b-4bbd-b8a5-7414f307aa42,4,ars,5,21
2596,5d8a1dd5-498e-47ba-8bfc-62763467a996,4,mf,5,27
2597,eb698920-996b-4bbd-b8a5-7414f307aa42,5,ars,4,21
2598,2f586764-da78-499d-9a41-eafd03844e80,5,mw,5,29
2599,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,5,mdn,3,24
2600,493c0fa8-bb96-4b13-b9fb-93abb37b65e7,5,ars,5,29
2601,6b792bd6-6f66-4692-b446-832cc13edc39,5,mdn,5,25
2602,aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,5,ars,5,18
2603,bf94eb8d-5d4f-43d3-9528-ff5ef9009951,3,k,4,24
2604,8836f623-a6e4-442f-aa50-99c436187488,4,ars,5,24
2605,c3199038-0991-484e-bfee-899557351e13,4,mdn,4,25
2606,9ac75f91-4f73-4df0-bb20-b7de3069baee,5,ars,4,25
2607,2a205037-8c86-4372-a92d-d81ee9b38025,5,mfars,5,21
2608,64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,5,mw,5,30
2609,eeebd242-3df2-464c-9aa3-cd5781da8039,5,mdn,3,20
2610,7b2398e5-7c99-4ccd-aa73-5c987b82858f,3,mdn,5,19
2611,a14d25d1-f7f8-4220-8946-96cf6b19cae9,5,mdn,5,24
2612,37801059-5d8a-4bb8-ac44-c92f83dbfa3a,5,ars,5,19
2613,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,5,ars,3,23
2614,4afd54fc-f5e7-41c3-beaf-b9b1270a218c,4,mf,5,28
2615,a07d4949-be64-47ce-b0d2-c4b3e775404e,5,k,5,24
2616,f21916d7-d541-4ce8-a39b-d7f0276da589,5,ars,5,21
2617,c005b690-b142-4d65-85e4-6ae65a48024d,3,ars,5,27
2618,c44b54b6-297d-4d1f-a5cc-1fbf039d492b,5,ars,5,27
2619,71dfef48-bb94-46ba-9eb5-66c917e928c7,5,k,4,18
2620,f064f333-666c-499f-bfcb-b71607e60de7,5,mdn,5,30
2621,c0db802b-635c-4f93-b4cb-7d9883a43093,5,ars,5,28
2622,789055e5-3d0a-423a-bd82-c9fcfdf03bac,4,ars,4,30
2623,d4024ed1-cddb-4e3c-aea5-6616191d699f,5,ars,5,29
2624,e11ba41b-805a-4223-afa6-67c773666985,5,mdn,4,30
2625,d1953b54-615a-4056-af44-817e8a0c4b40,3,ars,5,20
2626,2b9d541b-cc79-4e7a-8aca-958bed3b2c61,5,mdn,3,18
2627,f627af83-24c8-4c96-a7fd-4e60eddea09e,5,mdn,4,24
2628,9c190f0c-c070-4a52-946b-462086f30106,5,ars,4,25
2629,ec3f623a-65f2-4b0d-937b-d0d1c4325976,3,mdn,5,30
2630,9ac75f91-4f73-4df0-bb20-b7de3069baee,5,mdn,4,25
2631,6182a456-4de8-43e2-b54f-5836017a532d,5,mdn,5,19
2632,a04fce7c-b286-4d7c-a980-189ed10f7dcb,4,mw,5,28
2633,18ef96e8-9a73-4678-8c6c-772ce127d7f9,3,mf,4,30
2634,8633ed8f-31e9-45be-8c95-1a50d1658229,5,ars,4,27
2635,90f03727-0a86-4f64-8828-9b8d6d2a0650,5,k,5,28
2636,6f2f152e-fe85-4611-857a-528266761927,5,ars,5,20
2637,d13135a7-9a68-4169-815e-981149a54291,5,ars,4,27
2638,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,4,mdn,5,29
2639,1bbd002a-73c0-4f38-8e36-76560bba1f49,5,ars,3,19
2640,8836f623-a6e4-442f-aa50-99c436187488,3,ars,5,24
2641,637a2933-734a-4323-a7e9-7f9f79ad4dc4,5,mw,3,23
2642,64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,4,mdn,5,30
2643,f63a1efa-33c6-40c7-8688-ef9d34466284,5,mw,5,24
2644,0d5f41b7-3ab8-478c-836a-767823fd4c82,5,ars,4,28
2645,ac1781e0-796b-4d94-a324-680e348fe2cb,4,mfars,5,22
2646,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,4,ars,5,19
2647,d13135a7-9a68-4169-815e-981149a54291,4,mw,3,27
2648,41ae8e3f-715e-4fe0-aa5f-75aca345731c,5,mdn,5,28
2649,3aa83f6f-e363-4f12-9770-8902a51fbfbc,5,mfarsmdn,5,27
2650,5d6539ff-441b-46cc-af23-5b77ff05230e,5,mdn,4,25
2651,a21eedda-983a-47dd-81fc-20e1b1f34d9e,5,ars,5,26
2652,d13135a7-9a68-4169-815e-981149a54291,5,mdn,4,27
2653,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,5,mfars,5,30
2654,802f27c7-ea1a-4e42-97b3-8174f236e379,5,mdn,3,29
2655,b5bc6003-dc35-4ca6-b16c-1752ffb0d186,5,mfars,5,20
2656,9c2aadbd-036d-45e6-b130-7f3d98892dba,5,mdn,4,20
2657,67313ce6-34e5-492a-ab7b-4e50acceb029,4,mfars,5,28
2658,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,5,mw,4,23
2659,ebcfc29b-0f9a-4a12-88c4-66d907cc65c9,4,mdn,5,18
2660,e8cf2675-3727-4525-970c-77eff23acff5,4,ars,5,22
2661,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,5,mf,5,29
2662,9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,4,ars,4,21
2663,e469cc62-5dfe-42a1-be57-e686c98e01c6,5,ars,5,25
2664,e62e4b0c-e929-48f4-ad21-f172df57e747,3,ars,5,23
2665,20c3a3f4-11c6-43d4-a63d-88f54b3b8096,3,mdn,4,30
2666,87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,5,mf,4,21
2667,be5ec881-1245-4f55-9f25-8f76599294aa,5,mdn,5,24
2668,94173ad0-5841-4719-9ae3-44e387b19633,5,ars,4,28
2669,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,5,mdn,5,30
2670,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,5,mdn,5,30
2671,1f4653ef-22c9-4df4-acae-3ce6dcf43075,5,mdn,5,26
2672,2f17238b-3151-4596-bd04-d55f4c80a066,5,ars,2,30
2673,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,4,mf,3,26
2674,f79501bb-dbe6-4ba4-8439-e4740856c51a,3,mf,5,25
2675,d2def5be-4ed5-4735-ba73-d6a360f58a69,4,mw,5,25
2676,e9877472-82b1-472c-8e62-929561e5e2e7,4,ars,4,30
2677,c44794ff-60de-42e8-9ac1-d221a8ab29c0,5,mdn,5,30
2678,5fab557d-756e-44e7-8f28-2896570692b2,4,ars,4,30
2679,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,4,ars,4,21
2680,2f586764-da78-499d-9a41-eafd03844e80,4,k,4,29
2681,581e0c61-097c-43a1-807a-d1f21bf13e0c,5,ars,5,28
2682,7c032388-80b3-48e9-be91-56bf32f69e9c,5,ars,5,29
2683,366c8261-243e-4eab-9695-6df81979597a,5,mdn,5,18
2684,49e2e565-049d-4753-871a-2ec2587d386e,5,k,4,30
2685,38ba55a0-96fe-4f04-af03-fe2a75bf9968,5,mw,4,26
2686,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,5,ars,5,21
2687,e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,5,mdn,4,19
2688,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,4,mdn,5,22
2689,f63a1efa-33c6-40c7-8688-ef9d34466284,5,mw,5,24
2690,e835a550-12b8-48aa-84a8-7fc1c8b1e775,5,mdn,3,18
2691,6be004f0-b701-4daa-b7e2-312b56f97129,5,ars,4,23
2692,1f4653ef-22c9-4df4-acae-3ce6dcf43075,4,ars,4,26
2693,8f526ed2-d369-4494-ac76-83d6b718337f,4,mdn,5,21
2694,a07d4949-be64-47ce-b0d2-c4b3e775404e,5,mf,4,24
2695,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,3,mdn,4,27
2696,e7cb74f4-ab7a-4555-90a9-a9f5ecb3f9b6,4,mdn,5,28
2697,1b06ccbe-4819-4c66-9629-77abef688416,5,ars,4,25
2698,6f9ed042-aee1-4527-9335-284bb7d27521,5,mf,3,29
2699,41ae8e3f-715e-4fe0-aa5f-75aca345731c,5,mw,4,28
2700,17f173bf-52a2-4042-80ee-6d30d0217f4c,5,mdn,5,20
2701,5c1e8c88-6c25-4e21-99e7-98f3140d754f,5,ars,5,22
2702,2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,3,ars,4,26
2703,5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,5,mdn,5,28
2704,85c289f3-c492-4b55-91f1-25a199c58832,3,ars,4,25
2705,9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,4,mf,4,25
2706,f63a1efa-33c6-40c7-8688-ef9d34466284,5,ars,3,24
2707,18d72f16-5e3b-4cdd-ac63-6847f84789e2,5,ars,5,25
2708,53f8916f-1f81-4fd4-ba7e-b3574e6852eb,5,mf,5,19
2709,0e97a2f7-f21a-4142-b564-eac1d55150cb,5,mdn,5,28
2710,50bc13c3-0c72-4cab-a0af-b1569c6608e6,5,mf,4,30
2711,c6843a46-7606-45f7-a642-7dfbe9bb61cf,4,ars,5,28
2712,0d5f41b7-3ab8-478c-836a-767823fd4c82,3,k,3,28
2713,4073acaa-d216-4e04-8729-bfadada4d095,5,ars,5,20
2714,afcb575e-c985-4e48-8663-6e73dd6dbe65,5,ars,5,29
2715,ab9d4c1f-1773-4f12-88e1-ecd78f51e309,4,mdn,5,30
2716,0ee3780f-36f5-4ce7-af65-420a0d0b528c,5,mdn,4,27
2717,45d72ac3-0209-493e-9d5a-8a966d562845,5,mdn,4,23
2718,e18562d7-a549-49e1-ade6-2373fed3787d,5,mdn,4,22
2719,f2359723-11a9-4415-8278-4adb624d9e6b,4,ars,5,29
2720,39acfef6-976a-4ca5-a481-e5d887907fad,4,ars,5,19
2721,83da35e2-88ab-4562-9f43-c192ecdaed1e,4,ars,5,18
2722,79ce6eb0-d1d0-42fe-b157-1bb64abf5596,4,mf,5,23
2723,a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,5,mf,5,19
2724,b07938ae-0ab3-44a5-9009-465521064ed4,5,mdn,5,18
2725,9272dcff-3d6f-401f-9f68-7c06df177b96,5,ars,5,20
2726,11b7094b-b88a-4478-b067-09000dfe4062,5,ars,5,25
2727,2f586764-da78-499d-9a41-eafd03844e80,5,ars,5,29
2728,acf94512-66a4-418e-98d7-dfc6c4691d80,3,mdn,5,24
2729,b201d5cd-6e38-4c63-8347-e1dbd89720e9,5,mf,5,24
2730,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,5,je,5,22
2731,207a3175-fda0-43fb-8b30-c257bf055847,5,ars,5,29
2732,b08e0cea-9237-4a5a-87d6-3f72a313ae3f,5,mdn,5,29
2733,80b41e1b-5190-447f-b409-c16b01162cf0,4,mf,3,22
2734,ddd0d578-3230-498c-9471-c90132d0399a,5,ars,4,18
2735,53204bad-4011-4a1a-b4d1-cee62543e32e,5,mdn,5,20
2736,3d0ea613-5462-4785-91d0-04f2331473f5,4,mdn,5,19
2737,77a3f484-80a6-4184-b278-fc2ba7a9bc4d,4,ars,4,24
2738,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,5,ars,3,29
2739,66435fb2-4e78-43d7-952d-d83ed97c5590,5,ars,4,21
2740,50bc13c3-0c72-4cab-a0af-b1569c6608e6,3,mdn,5,30
2741,d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,4,ars,5,29
2742,0ef4cecc-887a-460d-b699-659969939b87,5,mdn,4,24
2743,2f586764-da78-499d-9a41-eafd03844e80,5,mf,4,29
2744,0ee3780f-36f5-4ce7-af65-420a0d0b528c,5,ars,5,27
2745,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,3,ars,4,30
2746,dda13a7f-e01e-4084-b353-9a7870744ff1,5,mdn,3,26
2747,bcb872cd-f6f8-422c-8729-59be0b01e4c4,4,mdn,4,27
2748,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,3,mdn,5,29
2749,ab3fe741-a432-4b93-97e7-ca7f86b14d56,3,k,5,21
2750,fefb10d9-4247-4d30-b89d-9efd8c703bf1,5,mdn,5,23
2751,f064f333-666c-499f-bfcb-b71607e60de7,3,mdn,5,30
2752,60a29855-f1ba-4d16-a0e5-45fdc18d8780,3,mdn,5,28
2753,11b7094b-b88a-4478-b067-09000dfe4062,5,mdn,5,25
2754,7c032388-80b3-48e9-be91-56bf32f69e9c,3,ars,4,29
2755,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,4,ars,3,23
2756,899d5675-9fe8-4dde-af03-7b62ba95428c,4,mdn,5,22
2757,1c8b2fc6-6dea-4184-9cb0-5dfbe49b73da,5,ars,4,30
